strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,2,593443462685490983704774796945364355922929455561148843498918534963972747968175407104,18853461.601000592,270.73,5.94
m1,2,201940563885759047059430234444733884070696408041144021894877592461595028120237688076843765892381814030336,18845911.180200487,270.73,177.79
m2,2,593443462685490983704774796945364355922929455561148843498918534963972747968175407104,9170181.414502647,268.68,3.31
