strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,1,2617479420467142000764281572894474590662303015952000903296316295384235895248912384,5265370.658100362,156.06,3.14
m1,1,2617479420467142000764281572894474590662303015952000903296316295384235895248912384,5265370.658100362,156.06,14.49
m2,1,2617479420467142000764281572894474590662303015952000903296316295384235895248912384,1994539.848500911,154.43,1.74
