strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,1,9473705347708973638596137567132161024134263865344,2227535.279400093,104.86,2.03
m1,1,9473705347708973638596137567132161024134263865344,2227535.279400093,104.86,9.24
m2,1,9473705347708973638596137567132161024134263865344,695050.1752001458,104.58,1.09
