instance_key,k,m0_db_cost,m0_energy,m1_db_cost,m1_energy,m2_db_cost,m2_energy
TREE_graph__20relations__25,1,3517173721704495286897444718554145357824,114105.37750000003,3517173721704495286897444718554145357824,114105.37750000003,3517173721704495286897444718554145357824,44919.59289999985
TREE_graph__20relations__25,2,3517173721704495286897444718554145357824,114105.37750000003,3517173721704495286897444718554145357824,113534.98000000011,3517173721704495286897444718554145357824,44919.59289999985
TREE_graph__20relations__25,3,3517173721704495286897444718554145357824,114105.37750000003,95323549896024039304146700378880519604539288977408,110727.69360000006,3517173721704495286897444718554145357824,44919.59289999985
TREE_graph__20relations__25,4,3517173721704495286897444718554145357824,114105.37750000003,95323549896024039304146700378880519604539288977408,110282.14929999993,3517173721704495286897444718554145357824,44919.59289999985
TREE_graph__20relations__25,5,3517173721704495286897444718554145357824,114105.37750000003,95323549896024039304146700378880519604539288977408,110282.14929999993,3517173721704495286897444718554145357824,44919.59289999985
TREE_graph__20relations__47,1,58920256085477040882419356812149144000552501248,113787.68780000089,58920256085477040882419356812149144000552501248,113787.68780000089,58920256085477040882419356812149144000552501248,44574.433699999936
TREE_graph__20relations__47,2,58920256085477040882419356812149144000552501248,113787.68780000089,58920256085477040882419356812149144000552501248,113759.00250000093,58920256085477040882419356812149144000552501248,44574.433699999936
TREE_graph__20relations__47,3,58920256085477040882419356812149144000552501248,113787.68780000089,6660274387325632246793852063580160,110594.20600000098,58920256085477040882419356812149144000552501248,44574.433699999936
TREE_graph__20relations__47,4,58920256085477040882419356812149144000552501248,113787.68780000089,6660274387325632246793852063580160,110594.20600000098,58920256085477040882419356812149144000552501248,44574.433699999936
TREE_graph__20relations__47,5,58920256085477040882419356812149144000552501248,113787.68780000089,6660274387325632246793852063580160,110590.77640000115,58920256085477040882419356812149144000552501248,44574.433699999936
TREE_graph__20relations__29,1,563215440915140523456834327021260535496704,101416.45200000094,563215440915140523456834327021260535496704,101416.45200000094,563215440915140523456834327021260535496704,37611.60400000118
TREE_graph__20relations__29,2,563215440915140523456834327021260535496704,101416.45200000094,563215440915140523456834327021260535496704,101172.84040000105,563215440915140523456834327021260535496704,37611.60400000118
TREE_graph__20relations__29,3,563215440915140523456834327021260535496704,101416.45200000094,563215440915140523456834327021260535496704,101160.0377000009,563215440915140523456834327021260535496704,37611.60400000118
TREE_graph__20relations__29,4,563215440915140523456834327021260535496704,101416.45200000094,563215440915140523456834327021260535496704,100287.90180000103,563215440915140523456834327021260535496704,37611.60400000118
TREE_graph__20relations__29,5,563215440915140523456834327021260535496704,101416.45200000094,563215440915140523456834327021260535496704,100287.90180000103,563215440915140523456834327021260535496704,37611.60400000118
TREE_graph__20relations__0,1,52520980016869161301950609802395648,106104.43610000008,52520980016869161301950609802395648,106104.43610000008,52520980016869161301950609802395648,41413.094099999995
TREE_graph__20relations__0,2,52520980016869161301950609802395648,106104.43610000008,2776510078241831555304747001562252212515690900679242547200,103166.33910000014,52520980016869161301950609802395648,41413.094099999995
TREE_graph__20relations__0,3,52520980016869161301950609802395648,106104.43610000008,2776510078241831555304747001562252212515690900679242547200,103166.33910000014,52520980016869161301950609802395648,41413.094099999995
TREE_graph__20relations__0,4,52520980016869161301950609802395648,106104.43610000008,2776510078241831555304747001562252212515690900679242547200,102306.45520000017,52520980016869161301950609802395648,41413.094099999995
TREE_graph__20relations__0,5,52520980016869161301950609802395648,106104.43610000008,2776510078241831555304747001562252212515690900679242547200,102306.45520000017,52520980016869161301950609802395648,41413.094099999995
TREE_graph__20relations__37,1,173348466649078078716210315264,114153.02209999984,173348466649078078716210315264,114153.02209999984,173348466649078078716210315264,42400.735199999595
TREE_graph__20relations__37,2,173348466649078078716210315264,114153.02209999984,307699026485879540765016719360,112549.27999999985,173348466649078078716210315264,42400.735199999595
TREE_graph__20relations__37,3,173348466649078078716210315264,114153.02209999984,307699026485879540765016719360,111875.46239999976,173348466649078078716210315264,42400.735199999595
TREE_graph__20relations__37,4,173348466649078078716210315264,114153.02209999984,107001433058231501463065659185769218048,109623.57099999972,173348466649078078716210315264,42400.735199999595
TREE_graph__20relations__37,5,173348466649078078716210315264,114153.02209999984,107001433058231501463065659185769218048,108771.17589999993,173348466649078078716210315264,42400.735199999595
TREE_graph__20relations__8,1,19066426989969770744648816746561536,100392.42400000055,19066426989969770744648816746561536,100392.42400000055,19066426989969770744648816746561536,42988.66370000111
TREE_graph__20relations__8,2,19066426989969770744648816746561536,100392.42400000055,2993326618948738471992229888,99979.69530000053,19066426989969770744648816746561536,42988.66370000111
TREE_graph__20relations__8,3,19066426989969770744648816746561536,100392.42400000055,4243896151693372346077282304,99382.5851000006,19066426989969770744648816746561536,42988.66370000111
TREE_graph__20relations__8,4,19066426989969770744648816746561536,100392.42400000055,4243896151693372346077282304,99382.5851000006,19066426989969770744648816746561536,42988.66370000111
TREE_graph__20relations__8,5,19066426989969770744648816746561536,100392.42400000055,12529536151604699332608,99155.76000000047,19066426989969770744648816746561536,42988.66370000111
TREE_graph__20relations__19,1,15069486142082385491452315566080,118125.7625,15069486142082385491452315566080,118125.7625,15069486142082385491452315566080,46502.885800000135
TREE_graph__20relations__19,2,15069486142082385491452315566080,118125.7625,784907662446398428351284021588656128,113042.22769999999,15069486142082385491452315566080,46502.885800000135
TREE_graph__20relations__19,3,15069486142082385491452315566080,118125.7625,295575159905860684148530512675209216,111729.66060000002,15069486142082385491452315566080,46502.885800000135
TREE_graph__20relations__19,4,15069486142082385491452315566080,118125.7625,295575159905860684148530512675209216,111441.82780000006,15069486142082385491452315566080,46502.885800000135
TREE_graph__20relations__19,5,15069486142082385491452315566080,118125.7625,295575159905860684148530512675209216,111317.68229999985,15069486142082385491452315566080,46502.885800000135
TREE_graph__20relations__35,1,11374256469243871280947024147140372261240832,105793.50580000045,11374256469243871280947024147140372261240832,105793.50580000045,11374256469243871280947024147140372261240832,37568.98920000009
TREE_graph__20relations__35,2,11374256469243871280947024147140372261240832,105793.50580000045,11374256469243871280947024147140372261240832,105648.78030000057,11374256469243871280947024147140372261240832,37568.98920000009
TREE_graph__20relations__35,3,11374256469243871280947024147140372261240832,105793.50580000045,11374256469243871280947024147140372261240832,105628.28330000045,11374256469243871280947024147140372261240832,37568.98920000009
TREE_graph__20relations__35,4,11374256469243871280947024147140372261240832,105793.50580000045,11374256469243871280947024147140372261240832,105490.29600000054,11374256469243871280947024147140372261240832,37568.98920000009
TREE_graph__20relations__35,5,11374256469243871280947024147140372261240832,105793.50580000045,11374256469243871280947024147140372261240832,105399.37300000049,11374256469243871280947024147140372261240832,37568.98920000009
TREE_graph__20relations__45,1,685004725722807542934880721886663876538398679236608,116413.17000000055,685004725722807542934880721886663876538398679236608,116413.17000000055,685004725722807542934880721886663876538398679236608,44169.929100000896
TREE_graph__20relations__45,2,685004725722807542934880721886663876538398679236608,116413.17000000055,685004725722807542934880721886663876538398679236608,115466.84620000047,685004725722807542934880721886663876538398679236608,44169.929100000896
TREE_graph__20relations__45,3,685004725722807542934880721886663876538398679236608,116413.17000000055,685004725722807542934880721886663876538398679236608,114547.80020000058,685004725722807542934880721886663876538398679236608,44169.929100000896
TREE_graph__20relations__45,4,685004725722807542934880721886663876538398679236608,116413.17000000055,685004725722807542934880721886663876538398679236608,114226.90830000055,685004725722807542934880721886663876538398679236608,44169.929100000896
TREE_graph__20relations__45,5,685004725722807542934880721886663876538398679236608,116413.17000000055,685004725722807542934880721886663876538398679236608,114226.90830000055,685004725722807542934880721886663876538398679236608,44169.929100000896
TREE_graph__20relations__20,1,1276880017981379338264677875269641328402142068736,101622.34619999967,1276880017981379338264677875269641328402142068736,101622.34619999967,1276880017981379338264677875269641328402142068736,39196.40739999969
TREE_graph__20relations__20,2,1276880017981379338264677875269641328402142068736,101622.34619999967,1276880017981379338264677875269641328402142068736,101421.2424999997,1276880017981379338264677875269641328402142068736,39196.40739999969
TREE_graph__20relations__20,3,1276880017981379338264677875269641328402142068736,101622.34619999967,1276880017981379338264677875269641328402142068736,101352.48829999963,1276880017981379338264677875269641328402142068736,39196.40739999969
TREE_graph__20relations__20,4,1276880017981379338264677875269641328402142068736,101622.34619999967,1276880017981379338264677875269641328402142068736,101256.34649999975,1276880017981379338264677875269641328402142068736,39196.40739999969
TREE_graph__20relations__20,5,1276880017981379338264677875269641328402142068736,101622.34619999967,1276880017981379338264677875269641328402142068736,101256.34649999975,1276880017981379338264677875269641328402142068736,39196.40739999969
TREE_graph__20relations__44,1,33969860208786546542742763745574912,107290.06060000017,33969860208786546542742763745574912,107290.06060000017,33969860208786546542742763745574912,44003.636899999656
TREE_graph__20relations__44,2,33969860208786546542742763745574912,107290.06060000017,1975831382467886562355970048,103666.09290000027,33969860208786546542742763745574912,44003.636899999656
TREE_graph__20relations__44,3,33969860208786546542742763745574912,107290.06060000017,1975831382467886562355970048,103497.55970000013,33969860208786546542742763745574912,44003.636899999656
TREE_graph__20relations__44,4,33969860208786546542742763745574912,107290.06060000017,24286988493277210176542212096,102003.63180000008,33969860208786546542742763745574912,44003.636899999656
TREE_graph__20relations__44,5,33969860208786546542742763745574912,107290.06060000017,24286988493277210176542212096,102003.63180000008,33969860208786546542742763745574912,44003.636899999656
TREE_graph__20relations__7,1,33002231588683176177545505492959232,109455.49089999922,33002231588683176177545505492959232,109455.49089999922,33002231588683176177545505492959232,40564.21930000034
TREE_graph__20relations__7,2,33002231588683176177545505492959232,109455.49089999922,564012995816834249785344,106660.21369999925,33002231588683176177545505492959232,40564.21930000034
TREE_graph__20relations__7,3,33002231588683176177545505492959232,109455.49089999922,2010102036787365530966969903218688,105683.54999999903,33002231588683176177545505492959232,40564.21930000034
TREE_graph__20relations__7,4,33002231588683176177545505492959232,109455.49089999922,2815498237461485362151654686720,104574.9434999991,33002231588683176177545505492959232,40564.21930000034
TREE_graph__20relations__7,5,33002231588683176177545505492959232,109455.49089999922,2815498237461485362151654686720,104574.9434999991,33002231588683176177545505492959232,40564.21930000034
TREE_graph__20relations__21,1,4180811092384883143878369620651159863689216,118519.41139999997,4180811092384883143878369620651159863689216,118519.41139999997,4180811092384883143878369620651159863689216,45457.820100000514
TREE_graph__20relations__21,2,4180811092384883143878369620651159863689216,118519.41139999997,4180811092384883143878369620651159863689216,117780.03829999984,4180811092384883143878369620651159863689216,45457.820100000514
TREE_graph__20relations__21,3,4180811092384883143878369620651159863689216,118519.41139999997,4180811092384883143878369620651159863689216,117780.03829999984,4180811092384883143878369620651159863689216,45457.820100000514
TREE_graph__20relations__21,4,4180811092384883143878369620651159863689216,118519.41139999997,4180811092384883143878369620651159863689216,117780.03829999984,4180811092384883143878369620651159863689216,45457.820100000514
TREE_graph__20relations__21,5,4180811092384883143878369620651159863689216,118519.41139999997,4180811092384883143878369620651159863689216,117780.03829999984,4180811092384883143878369620651159863689216,45457.820100000514
TREE_graph__20relations__22,1,190853797583459249333683915587584,104609.50240000016,190853797583459249333683915587584,104609.50240000016,190853797583459249333683915587584,39543.5230000007
TREE_graph__20relations__22,2,190853797583459249333683915587584,104609.50240000016,190853797583459249333683915587584,103779.31140000015,190853797583459249333683915587584,39543.5230000007
TREE_graph__20relations__22,3,190853797583459249333683915587584,104609.50240000016,116351571227782945220550075613184,101621.39570000028,190853797583459249333683915587584,39543.5230000007
TREE_graph__20relations__22,4,190853797583459249333683915587584,104609.50240000016,116351571227782945220550075613184,101075.42530000022,190853797583459249333683915587584,39543.5230000007
TREE_graph__20relations__22,5,190853797583459249333683915587584,104609.50240000016,116351571227782945220550075613184,101075.42530000022,190853797583459249333683915587584,39543.5230000007
TREE_graph__20relations__49,1,11697280768434564399962735216391543112859648,112354.63100000023,11697280768434564399962735216391543112859648,112354.63100000023,11697280768434564399962735216391543112859648,42494.32109999988
TREE_graph__20relations__49,2,11697280768434564399962735216391543112859648,112354.63100000023,11697280768434564399962735216391543112859648,112354.63100000023,11697280768434564399962735216391543112859648,42494.32109999988
TREE_graph__20relations__49,3,11697280768434564399962735216391543112859648,112354.63100000023,218473296666212291775715310393360384,110650.4337000002,11697280768434564399962735216391543112859648,42494.32109999988
TREE_graph__20relations__49,4,11697280768434564399962735216391543112859648,112354.63100000023,11387447443260825430508395492106305536,109460.84720000024,11697280768434564399962735216391543112859648,42494.32109999988
TREE_graph__20relations__49,5,11697280768434564399962735216391543112859648,112354.63100000023,11387447443260825430508395492106305536,109460.84720000024,11697280768434564399962735216391543112859648,42494.32109999988
TREE_graph__20relations__48,1,26416408145007076936305893322302354839140564992,112950.39700000008,26416408145007076936305893322302354839140564992,112950.39700000008,26416408145007076936305893322302354839140564992,44682.460199999354
TREE_graph__20relations__48,2,26416408145007076936305893322302354839140564992,112950.39700000008,26416408145007076936305893322302354839140564992,112508.10720000004,26416408145007076936305893322302354839140564992,44682.460199999354
TREE_graph__20relations__48,3,26416408145007076936305893322302354839140564992,112950.39700000008,4251799034975240165676960406770500651458642791366656,109150.89200000002,26416408145007076936305893322302354839140564992,44682.460199999354
TREE_graph__20relations__48,4,26416408145007076936305893322302354839140564992,112950.39700000008,4251799034975240165676960406770500651458642791366656,108821.383,26416408145007076936305893322302354839140564992,44682.460199999354
TREE_graph__20relations__48,5,26416408145007076936305893322302354839140564992,112950.39700000008,4251799034975240165676960406770500651458642791366656,108821.383,26416408145007076936305893322302354839140564992,44682.460199999354
TREE_graph__20relations__10,1,1909364909240374322034609659770936402527163252736,106324.96689999885,1909364909240374322034609659770936402527163252736,106324.96689999885,1909364909240374322034609659770936402527163252736,39485.085199999594
TREE_graph__20relations__10,2,1909364909240374322034609659770936402527163252736,106324.96689999885,1909364909240374322034609659770936402527163252736,106224.2048999989,1909364909240374322034609659770936402527163252736,39485.085199999594
TREE_graph__20relations__10,3,1909364909240374322034609659770936402527163252736,106324.96689999885,1909364909240374322034609659770936402527163252736,105558.68149999875,1909364909240374322034609659770936402527163252736,39485.085199999594
TREE_graph__20relations__10,4,1909364909240374322034609659770936402527163252736,106324.96689999885,2369256541215945038190254921613312,103619.45569999874,1909364909240374322034609659770936402527163252736,39485.085199999594
TREE_graph__20relations__10,5,1909364909240374322034609659770936402527163252736,106324.96689999885,2369256541215945038190254921613312,103102.48059999873,1909364909240374322034609659770936402527163252736,39485.085199999594
TREE_graph__20relations__24,1,474914506611936192,102192.18400000069,474914506611936192,102192.18400000069,474914506611936192,36252.216900000305
TREE_graph__20relations__24,2,474914506611936192,102192.18400000069,474914506611936192,101865.60730000063,474914506611936192,36252.216900000305
TREE_graph__20relations__24,3,474914506611936192,102192.18400000069,474914506611936192,100695.00120000057,474914506611936192,36252.216900000305
TREE_graph__20relations__24,4,474914506611936192,102192.18400000069,474914506611936192,100669.77740000044,474914506611936192,36252.216900000305
TREE_graph__20relations__24,5,474914506611936192,102192.18400000069,474914506611936192,100553.48870000058,474914506611936192,36252.216900000305
TREE_graph__20relations__18,1,35370573080120573034496,104619.19660000075,35370573080120573034496,104619.19660000075,35370573080120573034496,39503.08120000056
TREE_graph__20relations__18,2,35370573080120573034496,104619.19660000075,255259293873873428152320,103095.79580000081,35370573080120573034496,39503.08120000056
TREE_graph__20relations__18,3,35370573080120573034496,104619.19660000075,5155835083556732595601408,102524.28360000049,35370573080120573034496,39503.08120000056
TREE_graph__20relations__18,4,35370573080120573034496,104619.19660000075,5155835083556732595601408,102013.08450000058,35370573080120573034496,39503.08120000056
TREE_graph__20relations__18,5,35370573080120573034496,104619.19660000075,98331166431940286722605056,100772.30420000058,35370573080120573034496,39503.08120000056
TREE_graph__20relations__27,1,28435641951616283677072064324830859837913243320320,106166.45950000045,28435641951616283677072064324830859837913243320320,106166.45950000045,28435641951616283677072064324830859837913243320320,44450.904300000526
TREE_graph__20relations__27,2,28435641951616283677072064324830859837913243320320,106166.45950000045,28435641951616283677072064324830859837913243320320,106104.29590000038,28435641951616283677072064324830859837913243320320,44450.904300000526
TREE_graph__20relations__27,3,28435641951616283677072064324830859837913243320320,106166.45950000045,28435641951616283677072064324830859837913243320320,105730.89600000043,28435641951616283677072064324830859837913243320320,44450.904300000526
TREE_graph__20relations__27,4,28435641951616283677072064324830859837913243320320,106166.45950000045,28435641951616283677072064324830859837913243320320,105730.89600000043,28435641951616283677072064324830859837913243320320,44450.904300000526
TREE_graph__20relations__27,5,28435641951616283677072064324830859837913243320320,106166.45950000045,28435641951616283677072064324830859837913243320320,105730.89600000043,28435641951616283677072064324830859837913243320320,44450.904300000526
TREE_graph__20relations__6,1,318699445168401353748981479222738511986688,105147.06930000037,318699445168401353748981479222738511986688,105147.06930000037,318699445168401353748981479222738511986688,41499.71349999914
TREE_graph__20relations__6,2,318699445168401353748981479222738511986688,105147.06930000037,318699445168401353748981479222738511986688,104140.56550000035,318699445168401353748981479222738511986688,41499.71349999914
TREE_graph__20relations__6,3,318699445168401353748981479222738511986688,105147.06930000037,3258768705611545730255986714738688,103520.89830000044,318699445168401353748981479222738511986688,41499.71349999914
TREE_graph__20relations__6,4,318699445168401353748981479222738511986688,105147.06930000037,51641908164385336248510339184852992,102640.12980000036,318699445168401353748981479222738511986688,41499.71349999914
TREE_graph__20relations__6,5,318699445168401353748981479222738511986688,105147.06930000037,51641908164385336248510339184852992,101602.34630000028,318699445168401353748981479222738511986688,41499.71349999914
TREE_graph__20relations__5,1,21373481524265029029912392163277357341875372032,111505.02990000002,21373481524265029029912392163277357341875372032,111505.02990000002,21373481524265029029912392163277357341875372032,47101.86879999991
TREE_graph__20relations__5,2,21373481524265029029912392163277357341875372032,111505.02990000002,1194091458956661494302900224,109103.48159999994,21373481524265029029912392163277357341875372032,47101.86879999991
TREE_graph__20relations__5,3,21373481524265029029912392163277357341875372032,111505.02990000002,193658474179384319962381266603248865236595245056,108140.79680000001,21373481524265029029912392163277357341875372032,47101.86879999991
TREE_graph__20relations__5,4,21373481524265029029912392163277357341875372032,111505.02990000002,193658474179384319962381266603248865236595245056,107643.10309999998,21373481524265029029912392163277357341875372032,47101.86879999991
TREE_graph__20relations__5,5,21373481524265029029912392163277357341875372032,111505.02990000002,193658474179384319962381266603248865236595245056,107643.10309999998,21373481524265029029912392163277357341875372032,47101.86879999991
TREE_graph__20relations__30,1,500435989290750465006054239736814125949778332221440,106936.19699999956,500435989290750465006054239736814125949778332221440,106936.19699999956,500435989290750465006054239736814125949778332221440,37888.96700000076
TREE_graph__20relations__30,2,500435989290750465006054239736814125949778332221440,106936.19699999956,334703503929267455038808158411904024020254720,106668.13949999948,500435989290750465006054239736814125949778332221440,37888.96700000076
TREE_graph__20relations__30,3,500435989290750465006054239736814125949778332221440,106936.19699999956,334703503929267455038808158411904024020254720,106288.60889999942,500435989290750465006054239736814125949778332221440,37888.96700000076
TREE_graph__20relations__30,4,500435989290750465006054239736814125949778332221440,106936.19699999956,53953136182409374615542454235842232696438784,105039.90699999961,500435989290750465006054239736814125949778332221440,37888.96700000076
TREE_graph__20relations__30,5,500435989290750465006054239736814125949778332221440,106936.19699999956,29308662598121135621793863147136018750111744,101497.58099999951,500435989290750465006054239736814125949778332221440,37888.96700000076
TREE_graph__20relations__17,1,203178538855688255077854689640929232271528523988992,107693.28559999962,203178538855688255077854689640929232271528523988992,107693.28559999962,203178538855688255077854689640929232271528523988992,37068.44989999924
TREE_graph__20relations__17,2,203178538855688255077854689640929232271528523988992,107693.28559999962,257069312043058975347495782505095626752,103094.56499999967,203178538855688255077854689640929232271528523988992,37068.44989999924
TREE_graph__20relations__17,3,203178538855688255077854689640929232271528523988992,107693.28559999962,257069312043058975347495782505095626752,101527.12049999963,203178538855688255077854689640929232271528523988992,37068.44989999924
TREE_graph__20relations__17,4,203178538855688255077854689640929232271528523988992,107693.28559999962,257069312043058975347495782505095626752,101527.12049999963,203178538855688255077854689640929232271528523988992,37068.44989999924
TREE_graph__20relations__17,5,203178538855688255077854689640929232271528523988992,107693.28559999962,257069312043058975347495782505095626752,101402.75239999976,203178538855688255077854689640929232271528523988992,37068.44989999924
TREE_graph__20relations__31,1,4218103974613892684604449376304025040846848,111442.15250000048,4218103974613892684604449376304025040846848,111442.15250000048,4218103974613892684604449376304025040846848,45621.50760000084
TREE_graph__20relations__31,2,4218103974613892684604449376304025040846848,111442.15250000048,154204531789928637102883828639203328,108801.47680000064,4218103974613892684604449376304025040846848,45621.50760000084
TREE_graph__20relations__31,3,4218103974613892684604449376304025040846848,111442.15250000048,154204531789928637102883828639203328,108801.47680000064,4218103974613892684604449376304025040846848,45621.50760000084
TREE_graph__20relations__31,4,4218103974613892684604449376304025040846848,111442.15250000048,14997043944788094104464456966347948032,106979.72630000036,4218103974613892684604449376304025040846848,45621.50760000084
TREE_graph__20relations__31,5,4218103974613892684604449376304025040846848,111442.15250000048,6926162717238122675806578162375763666403328,103463.10880000037,4218103974613892684604449376304025040846848,45621.50760000084
TREE_graph__20relations__11,1,278117941492530441295178603677351936,111690.86690000017,278117941492530441295178603677351936,111690.86690000017,278117941492530441295178603677351936,42017.63700000065
TREE_graph__20relations__11,2,278117941492530441295178603677351936,111690.86690000017,278117941492530441295178603677351936,111361.69800000009,278117941492530441295178603677351936,42017.63700000065
TREE_graph__20relations__11,3,278117941492530441295178603677351936,111690.86690000017,278117941492530441295178603677351936,111361.69800000009,278117941492530441295178603677351936,42017.63700000065
TREE_graph__20relations__11,4,278117941492530441295178603677351936,111690.86690000017,278117941492530441295178603677351936,111361.69800000009,278117941492530441295178603677351936,42017.63700000065
TREE_graph__20relations__11,5,278117941492530441295178603677351936,111690.86690000017,7150682224472139472474350813184,108991.90510000016,278117941492530441295178603677351936,42017.63700000065
TREE_graph__20relations__40,1,43647312505170489776726609028448256,105859.66939999974,43647312505170489776726609028448256,105859.66939999974,43647312505170489776726609028448256,41285.17129999943
TREE_graph__20relations__40,2,43647312505170489776726609028448256,105859.66939999974,43647312505170489776726609028448256,103987.10309999983,43647312505170489776726609028448256,41285.17129999943
TREE_graph__20relations__40,3,43647312505170489776726609028448256,105859.66939999974,39797346646347252311198269440,103562.81819999985,43647312505170489776726609028448256,41285.17129999943
TREE_graph__20relations__40,4,43647312505170489776726609028448256,105859.66939999974,39797346646347252311198269440,103198.52539999982,43647312505170489776726609028448256,41285.17129999943
TREE_graph__20relations__40,5,43647312505170489776726609028448256,105859.66939999974,39797346646347252311198269440,103198.52539999982,43647312505170489776726609028448256,41285.17129999943
TREE_graph__20relations__33,1,38415333442698274734881112064,99123.97340000038,38415333442698274734881112064,99123.97340000038,38415333442698274734881112064,44789.522000001496
TREE_graph__20relations__33,2,38415333442698274734881112064,99123.97340000038,38415333442698274734881112064,99123.97340000038,38415333442698274734881112064,44789.522000001496
TREE_graph__20relations__33,3,38415333442698274734881112064,99123.97340000038,38415333442698274734881112064,98976.76610000043,38415333442698274734881112064,44789.522000001496
TREE_graph__20relations__33,4,38415333442698274734881112064,99123.97340000038,38415333442698274734881112064,98277.58290000046,38415333442698274734881112064,44789.522000001496
TREE_graph__20relations__33,5,38415333442698274734881112064,99123.97340000038,38415333442698274734881112064,98277.58290000046,38415333442698274734881112064,44789.522000001496
TREE_graph__20relations__1,1,14299401948396979280779283267931755985764352,106612.88030000003,14299401948396979280779283267931755985764352,106612.88030000003,14299401948396979280779283267931755985764352,42457.89900000057
TREE_graph__20relations__1,2,14299401948396979280779283267931755985764352,106612.88030000003,14299401948396979280779283267931755985764352,106413.67460000016,14299401948396979280779283267931755985764352,42457.89900000057
TREE_graph__20relations__1,3,14299401948396979280779283267931755985764352,106612.88030000003,14299401948396979280779283267931755985764352,106410.17060000019,14299401948396979280779283267931755985764352,42457.89900000057
TREE_graph__20relations__1,4,14299401948396979280779283267931755985764352,106612.88030000003,14299401948396979280779283267931755985764352,106410.17060000019,14299401948396979280779283267931755985764352,42457.89900000057
