strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,470017827641995006201906696243344572416,661404.0697999954,70.91,1.10
m1,3,5607217921856872683420923196803645440,637532.4180999969,70.91,43.20
m2,3,470017827641995006201906696243344572416,178856.90659997708,70.08,0.57
