strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,2,470017827641995006201906696243344572416,661404.0697999954,70.91,1.10
m1,2,5607217921856872683420923196803645440,637532.4180999969,70.91,19.02
m2,2,470017827641995006201906696243344572416,178856.90659997708,70.08,0.57
