instance_folder,relative_path,instance_id,num_relations,structure_signature,split_R,split_P,v_num_vars,v_num_edges,rest_num_vars,rest_num_edges,noreuse_cpp_v_find_mapping_time_ms,noreuse_py_v_apply_mapping_time_ms,noreuse_cpp_rest_find_mapping_time_ms,noreuse_py_rest_apply_mapping_time_ms,noreuse_sample_v_time_ms,noreuse_sample_rest_time_ms,reuse_cpp_v_find_mapping_time_ms,reuse_py_v_apply_mapping_time_ms,reuse_cpp_rest_find_mapping_time_ms,reuse_py_rest_apply_mapping_time_ms,reuse_sample_v_time_ms,reuse_sample_rest_time_ms,saved_total_time_ms,saved_mapping_time_ms,saved_total_time_pct
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/0,TREE_graph/70relations/0,0,70,24615a4b4887c9fe232e02a31c900be69edfd361,70,69,4760,168910,5100,188700,2703.88,511.81,4443.20,565.49,143.09,149.56,0.00,474.19,0.00,520.26,136.60,142.25,7243.73,7147.08,85.05
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/1,TREE_graph/70relations/1,1,70,252365f7c6b25c1c71a022655fe29d4073abcee5,70,69,4760,168910,5100,188700,2609.09,475.29,3624.94,513.79,135.59,144.96,0.00,476.67,0.00,530.15,133.48,139.96,6223.40,6234.03,82.94
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/2,TREE_graph/70relations/2,2,70,39bdba7ee66983edd082b136c419976c09174e38,70,69,4760,168910,5100,188700,2499.56,477.21,3600.15,510.64,136.30,129.95,0.00,471.79,0.00,521.51,135.03,142.83,6082.64,6099.71,82.71
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/3,TREE_graph/70relations/3,3,70,09c51ae51e932e0cb801327e29643e1d4b8d24ae,70,69,4760,168910,5100,188700,3101.16,504.77,2986.39,562.43,140.72,150.10,0.00,479.39,0.00,533.84,136.02,142.84,6153.48,6087.55,82.65
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/4,TREE_graph/70relations/4,4,70,803e39f62ac5161d4a2961606bf3a36328afa293,70,69,4760,168910,5100,188700,2794.39,480.04,3599.57,519.33,135.61,145.37,0.00,473.61,0.00,526.33,136.59,143.09,6394.70,6393.96,83.33
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/5,TREE_graph/70relations/5,5,70,cf119d2afb8c24019b1af344fbd1f1bbee9b725d,70,69,4760,168910,5100,188700,3148.26,476.73,3644.73,521.95,133.18,143.44,0.00,479.41,0.00,530.65,136.27,142.63,6779.32,6792.99,84.02
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/6,TREE_graph/70relations/6,6,70,1950df8c5aee6d1aa31a6b9421c3beaa44cd6d5c,70,69,4760,168910,5100,188700,2749.03,474.43,4020.40,518.50,137.23,143.43,0.00,484.27,0.00,535.96,137.92,142.43,6742.45,6769.43,83.83
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/7,TREE_graph/70relations/7,7,70,18942025a1eae5217f63c715578f78c4170d1aaf,70,69,4760,168910,5100,188700,2892.46,480.81,3678.84,560.57,142.71,152.97,0.00,483.60,0.00,533.04,137.28,141.83,6612.61,6571.30,83.62
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/8,TREE_graph/70relations/8,8,70,3f0e5d3961f266c1d54ea8d6dc9f48b31a51cfd3,70,69,4760,168910,5100,188700,2667.54,480.24,2935.54,526.33,135.68,144.95,0.00,481.17,0.00,534.18,136.79,142.71,5595.43,5603.08,81.21
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/9,TREE_graph/70relations/9,9,70,333f3ad565895721b622c6922e359ef5ac709833,70,69,4760,168910,5100,188700,2930.47,481.41,3519.76,525.14,137.13,144.74,0.00,483.16,0.00,534.07,136.74,142.28,6442.40,6450.23,83.25
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/10,TREE_graph/70relations/10,10,70,66be79954a90f9fbf92727754019c90516dda888,70,69,4760,168910,5100,188700,3278.96,483.49,4032.97,521.52,135.95,145.50,0.00,480.31,0.00,526.47,142.16,145.17,7304.28,7311.93,84.95
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/11,TREE_graph/70relations/11,11,70,59a8b526667cbc035a4c3c55f082dd1eadfe204c,70,69,4760,168910,5100,188700,2931.13,481.66,3649.93,525.25,135.93,143.36,0.00,481.12,0.00,534.98,136.98,143.27,6570.91,6581.06,83.52
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/12,TREE_graph/70relations/12,12,70,cb3670adbbfdc50ff87c1c3401183a0b3a30c326,70,69,4760,168910,5100,188700,3158.76,481.13,3495.45,518.59,137.85,143.08,0.00,468.96,0.00,530.20,136.34,141.78,6657.58,6654.21,83.90
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/13,TREE_graph/70relations/13,13,70,66058b38657e6317adf360e67659b5b6a0375653,70,69,4760,168910,5100,188700,3000.76,484.77,3087.33,524.61,137.77,144.81,0.00,489.21,0.00,535.10,136.14,142.90,6076.70,6088.09,82.34
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/14,TREE_graph/70relations/14,14,70,fed287410c6f5e24ed09a5de1a2f9040ad2bef21,70,69,4760,168910,5100,188700,2318.93,482.65,4474.17,526.52,138.59,146.77,0.00,477.91,0.00,528.44,136.67,142.97,6801.63,6793.10,84.10
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/15,TREE_graph/70relations/15,15,70,fdd8976e53a190e664bcf16a6c795f10306250ad,70,69,4760,168910,5100,188700,2213.64,479.61,2861.02,515.93,143.33,144.66,0.00,479.72,0.00,534.34,132.51,141.30,5070.31,5074.66,79.74
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/16,TREE_graph/70relations/16,16,70,b8d8c99195b87ce4ae82c5eb4995f7bf1fe43e8a,70,69,4760,168910,5100,188700,3098.01,466.20,2954.06,521.55,131.43,147.40,0.00,482.03,0.00,527.48,135.05,140.47,6033.62,6052.07,82.44
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/17,TREE_graph/70relations/17,17,70,8558d103b4ed60f1e4c57b8c82dfec1e9eec44af,70,69,4760,168910,5100,188700,2213.27,478.44,3972.29,521.43,136.09,147.01,0.00,483.86,0.00,534.68,137.22,143.15,6169.62,6185.56,82.61
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/70relations/18,TREE_graph/70relations/18,18,70,399d076cb35411c61f4aada1d085cfc2fbb1f273,70,69,4760,168910,5100,188700,3302.00,482.94,3885.92,527.68,136.67,144.31,0.00,484.26,0.00,542.15,137.56,143.03,7172.53,7187.92,84.59
