instance_folder,relative_path,instance_id,num_relations,structure_signature,split_R,split_P,v_num_vars,v_num_edges,rest_num_vars,rest_num_edges,noreuse_cpp_v_find_mapping_time_ms,noreuse_py_v_apply_mapping_time_ms,noreuse_cpp_rest_find_mapping_time_ms,noreuse_py_rest_apply_mapping_time_ms,noreuse_sample_v_time_ms,noreuse_sample_rest_time_ms,reuse_cpp_v_find_mapping_time_ms,reuse_py_v_apply_mapping_time_ms,reuse_cpp_rest_find_mapping_time_ms,reuse_py_rest_apply_mapping_time_ms,reuse_sample_v_time_ms,reuse_sample_rest_time_ms,saved_total_time_ms,saved_mapping_time_ms,saved_total_time_pct
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/0,TREE_graph/20relations/0,0,20,8375692d6d0008a60a7dad71fec55ba6eae9fb27,20,19,360,3760,450,5400,15.72,30.96,30.73,33.92,13.56,16.50,0.00,42.23,0.00,34.10,12.56,15.25,37.25,46.45,26.34
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/1,TREE_graph/20relations/1,1,20,783a2007c42448bb4a74b3b31a57ee5cba5406b8,20,19,360,3760,450,5400,17.78,29.95,26.43,32.54,12.86,15.29,0.00,42.11,0.00,35.20,13.36,15.68,28.50,44.21,21.13
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/2,TREE_graph/20relations/2,2,20,20f667a72d77ece836c964e361b8948cc03b9820,20,19,360,3760,450,5400,16.74,29.27,27.17,33.41,13.41,15.65,0.00,31.19,0.00,34.30,13.11,15.36,41.68,43.91,30.73
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/3,TREE_graph/20relations/3,3,20,62925d9796888eb80c5233a36742ec32e727a958,20,19,360,3760,450,5400,18.32,28.93,24.75,33.00,13.07,15.44,0.00,41.21,0.00,34.56,13.25,15.56,28.94,43.07,21.67
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/4,TREE_graph/20relations/4,4,20,99b9d8ab9b53c43eaf2174e4278b75325fd43e94,20,19,360,3760,450,5400,18.53,28.77,25.39,34.24,13.36,15.47,0.00,40.30,0.00,34.32,13.27,15.59,32.28,43.92,23.77
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/5,TREE_graph/20relations/5,5,20,05ab0dafa7e1ee9f02b22e44b10adbd4d3d6f921,20,19,360,3760,450,5400,17.45,29.48,29.78,33.58,13.51,15.41,0.00,42.15,0.00,34.10,12.85,15.31,34.80,47.23,25.00
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/6,TREE_graph/20relations/6,6,20,0225247f176939fba66fb3b6c8f16b9b6bae8d4f,20,19,360,3760,450,5400,16.69,29.89,27.76,33.18,13.80,15.62,0.00,40.22,0.00,33.98,13.21,15.20,34.34,44.45,25.08
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/7,TREE_graph/20relations/7,7,20,2f84cf238bc52caa2c38b54c92f9d7cf33f194f9,20,19,360,3760,450,5400,16.19,28.72,25.16,33.31,13.01,15.27,0.00,40.86,0.00,34.25,13.31,15.73,27.51,41.35,20.89
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/8,TREE_graph/20relations/8,8,20,d42cbbb7d01e4ddddcc0c8bb203d53d1b682814e,20,19,360,3760,450,5400,16.07,29.49,25.44,33.52,13.50,15.53,0.00,41.92,0.00,35.02,13.35,15.54,27.72,41.51,20.75
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/9,TREE_graph/20relations/9,9,20,19abb2a2c5e08b5c3a6feea3d7baf177d6dd227f,20,19,360,3760,450,5400,15.47,29.39,22.32,33.99,13.65,15.70,0.00,31.87,0.00,34.42,12.91,15.25,36.07,37.79,27.64
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/10,TREE_graph/20relations/10,10,20,05b9de7c60a7817c7cf159987c07a308d0af3ae4,20,19,360,3760,450,5400,18.25,29.27,27.71,33.65,13.46,15.54,0.00,41.84,0.00,34.38,13.23,15.45,32.98,45.96,23.92
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/11,TREE_graph/20relations/11,11,20,782a0d8a713e7cfbc79b52c417ef2726632f2732,20,19,360,3760,450,5400,14.66,28.91,29.26,33.78,13.40,15.51,0.00,41.84,0.00,34.54,13.10,15.38,30.66,43.92,22.63
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/12,TREE_graph/20relations/12,12,20,e94b1e012833631d71394d4942f60155b355828c,20,19,360,3760,450,5400,16.43,29.34,26.81,33.61,13.54,15.60,0.00,41.14,0.00,34.20,13.27,15.57,31.15,43.24,23.02
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/13,TREE_graph/20relations/13,13,20,d5eebb61a227074000b4206e5a7ed09ff955c7ac,20,19,360,3760,450,5400,16.70,29.52,27.18,33.16,13.65,15.36,0.00,41.05,0.00,34.53,13.11,15.42,31.46,43.88,23.20
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/14,TREE_graph/20relations/14,14,20,4d344df832ccaab5cb8fd033112105243f5e5aaa,20,19,360,3760,450,5400,17.12,29.24,24.43,33.72,13.47,15.82,0.00,31.92,0.00,34.48,13.17,15.72,38.52,41.55,28.79
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/15,TREE_graph/20relations/15,15,20,104c0fc8beba5c1e73c2596b30e75dd07937c934,20,19,360,3760,450,5400,17.81,27.98,28.43,34.27,13.38,15.21,0.00,40.87,0.00,35.58,13.33,15.57,31.73,46.24,23.15
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/16,TREE_graph/20relations/16,16,20,5300c0741879f3fdf32e44825b1344278c997a20,20,19,360,3760,450,5400,13.88,28.16,30.27,32.84,13.43,15.71,0.00,41.98,0.00,34.93,13.34,15.68,28.37,44.15,21.12
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/17,TREE_graph/20relations/17,17,20,2756d71b51825e6bfa75c3ee06c8c3b0fdc60fb6,20,19,360,3760,450,5400,16.24,28.83,22.27,33.44,13.29,15.29,0.00,40.45,0.00,33.64,12.93,15.41,26.93,38.51,20.82
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/18,TREE_graph/20relations/18,18,20,928a375fa31cd86a5ea0328165b6f9e935db419c,20,19,360,3760,450,5400,19.29,29.10,29.06,34.51,13.61,15.80,0.00,39.57,0.00,33.78,13.23,15.32,39.47,48.35,27.92
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/19,TREE_graph/20relations/19,19,20,20cff2fb35ea2cd6238243ac868413cb80e5156e,20,19,360,3760,450,5400,18.65,29.92,26.60,34.14,13.48,15.48,0.00,40.42,0.00,34.20,13.18,15.40,35.07,45.25,25.36
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/20,TREE_graph/20relations/20,20,20,fe695f7c165dcb60ace3e2b159eff906faa6b731,20,19,360,3760,450,5400,16.39,29.29,25.11,32.58,13.30,15.29,0.00,40.14,0.00,33.66,12.70,15.21,30.25,41.50,22.93
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/21,TREE_graph/20relations/21,21,20,f19033245df647a94c7fc47c05eed8b70fd6f31b,20,19,360,3760,450,5400,15.29,28.82,29.54,32.54,13.32,15.16,0.00,39.81,0.00,33.66,12.84,15.21,33.16,44.83,24.62
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/22,TREE_graph/20relations/22,22,20,fb32a130d5dfc294816532a997de4bd625f646e9,20,19,360,3760,450,5400,15.02,27.97,24.72,33.11,13.40,15.37,0.00,41.33,0.00,34.52,13.38,15.43,24.93,39.74,19.24
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/23,TREE_graph/20relations/23,23,20,43065716293aa52d7e59adf9a0d1a01e67837005,20,19,360,3760,450,5400,17.83,28.06,33.70,32.73,12.93,14.97,0.00,41.31,0.00,34.83,13.16,15.52,35.40,51.53,25.25
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/24,TREE_graph/20relations/24,24,20,37d2556ab9c113da03e403844f7172b9ca114fb4,20,19,360,3760,450,5400,15.89,28.37,26.36,32.40,13.13,15.06,0.00,41.29,0.00,34.32,13.09,15.46,27.06,42.25,20.62
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/25,TREE_graph/20relations/25,25,20,601119311e875c312d1574a6953f6db588e9b134,20,19,360,3760,450,5400,17.51,29.42,27.04,33.53,13.47,15.42,0.00,40.54,0.00,33.52,12.84,15.49,34.00,44.55,24.93
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/26,TREE_graph/20relations/26,26,20,1f701bbca757699adf47afc544f67296b9497b93,20,19,360,3760,450,5400,14.72,28.55,27.24,33.40,13.65,15.76,0.00,40.73,0.00,33.76,12.86,15.29,30.69,41.96,23.02
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/27,TREE_graph/20relations/27,27,20,0581a5868800483e65c21cfec3d32875768fa4a4,20,19,360,3760,450,5400,14.83,29.04,30.09,34.05,13.59,15.51,0.00,41.36,0.00,34.53,13.12,15.43,32.67,44.92,23.83
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/28,TREE_graph/20relations/28,28,20,66c36c6d70e21161fad95c5480c0e8867fb3d997,20,19,360,3760,450,5400,17.48,29.44,27.61,33.93,13.71,15.47,0.00,171.60,0.00,34.14,13.11,15.51,-96.73,45.09,-70.28
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/29,TREE_graph/20relations/29,29,20,917a9241113894fd4e0af615d774359f0f85f5e3,20,19,360,3760,450,5400,17.88,29.31,24.58,33.30,13.52,15.33,0.00,40.91,0.00,34.76,13.33,15.65,29.28,42.46,21.86
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/30,TREE_graph/20relations/30,30,20,594799d79a10cc62ad2bd4a457633f8732a4cc8b,20,19,360,3760,450,5400,15.96,29.23,26.90,33.27,13.61,15.35,0.00,37.43,0.00,35.00,13.37,15.72,32.80,42.86,24.42
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/31,TREE_graph/20relations/31,31,20,842a8c34e53f87963fb51c3b27ac13211d551df8,20,19,360,3760,450,5400,17.63,28.86,28.86,33.35,13.17,15.46,0.00,42.35,0.00,34.92,13.22,15.54,31.30,46.49,22.79
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/32,TREE_graph/20relations/32,32,20,d061a43aea5f8f7de41b40f2920081560171d547,20,19,360,3760,450,5400,16.69,29.01,30.99,33.58,13.41,15.61,0.00,41.41,0.00,34.40,13.10,15.46,34.92,47.68,25.07
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/33,TREE_graph/20relations/33,33,20,f3eb4edf03ac13d95d76578d55f895d644eb90c5,20,19,360,3760,450,5400,18.73,29.27,25.66,34.16,13.72,15.72,0.00,41.63,0.00,34.35,13.18,15.43,32.67,44.39,23.80
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/34,TREE_graph/20relations/34,34,20,ebb70b505ac748fe3cc6329d7fa6562d21e1aec3,20,19,360,3760,450,5400,15.32,29.59,25.69,175.37,13.52,15.72,0.00,41.62,0.00,35.61,13.31,15.68,168.98,41.01,61.40
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/20relations/35,TREE_graph/20relations/35,35,20,0ccf823ca30ab7f68bb82683e8610417800caf51,20,19,360,3760,450,5400,16.67,29.23,30.01,33.81,13.50,15.54,0.00,41.86,0.00,34.82,13.26,15.60,33.21,46.68,23.93
