strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,1,2845736178729085300760983941736665622608587098136680357846859976129623417641389408220881783803529396224,2121216.710599981,105.82,2.04
m1,1,2845736178729085300760983941736665622608587098136680357846859976129623417641389408220881783803529396224,2121216.710599981,105.82,9.40
m2,1,2845736178729085300760983941736665622608587098136680357846859976129623417641389408220881783803529396224,667159.872099985,105.58,1.12
