strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,1,1265788119030590703978680799750782976,640878.688400012,69.86,1.13
m1,1,1265788119030590703978680799750782976,640878.688400012,69.86,5.26
m2,1,1265788119030590703978680799750782976,179584.20230002547,69.86,0.63
