strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,2,2066575399891963133966625488276813193869742147112336304918451540794493894656,2119903.6737999734,111.95,1.94
m1,2,2066575399891963133966625488276813193869742147112336304918451540794493894656,2119048.873799969,111.95,34.28
m2,2,2066575399891963133966625488276813193869742147112336304918451540794493894656,673721.1051000635,106.78,1.08
