strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,1,622516641137636237984105665117658408645146166718785125548113440364560384,2191312.9594999654,110.26,6.88
m1,1,622516641137636237984105665117658408645146166718785125548113440364560384,2191312.9594999654,110.26,11.10
m2,1,622516641137636237984105665117658408645146166718785125548113440364560384,678710.6750000208,104.21,1.14
