strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,1071830234029853119752600771903559002039322788026255760601120768,2152456.3481000154,105.95,1.91
m1,3,3601378367122077290160237258324445615349133040073691889664,2147502.8444000185,105.95,77.49
m2,3,1071830234029853119752600771903559002039322788026255760601120768,670518.2185999638,106.77,1.05
