strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,2,1989391955809798153367001032507414805720050978006539924583104006497854642283930529598983153900150295340615857078272,10872476.27450061,261.43,4.40
m1,2,513552248328922106576142943470203341211947104919228832252513192600355733504,10843189.593200626,261.43,79.95
m2,2,1989391955809798153367001032507414805720050978006539924583104006497854642283930529598983153900150295340615857078272,4599460.459398629,192.59,2.40
