strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,1,172368392050559359988804659840700157270280896512,665982.8878000093,70.43,1.13
m1,1,172368392050559359988804659840700157270280896512,665982.8878000093,70.43,5.24
m2,1,172368392050559359988804659840700157270280896512,189500.62710001576,70.92,0.66
