strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,16423617050232942739649154277460587520508558738511789817856,2181707.9050000333,109.99,2.11
m1,3,266214575168555660653686390554241931339253989965381515048520584655776797163520,2162206.5448000296,109.99,85.04
m2,3,16423617050232942739649154277460587520508558738511789817856,695388.6342001022,108.92,1.21
