strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,1,112341499825376314151441358745305985613888166528721138355455082522774880871212122112,5337847.4829000775,153.04,3.31
m1,1,112341499825376314151441358745305985613888166528721138355455082522774880871212122112,5337847.4829000775,153.04,15.10
m2,1,112341499825376314151441358745305985613888166528721138355455082522774880871212122112,1955319.1537996596,156.08,1.85
