strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,112341499825376314151441358745305985613888166528721138355455082522774880871212122112,5337847.4829000775,153.04,3.10
m1,3,1331168939240507939369124881963255997114188193093368433527896661534521489699503299866417692672,5244841.633600106,153.04,123.77
m2,3,112341499825376314151441358745305985613888166528721138355455082522774880871212122112,1955319.1537996596,156.08,1.70
