strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,894234660235979581879627844252638128218860353300455587414434669719415947264,10987754.806799145,195.79,4.45
m1,3,10772597749611502056782179673981442123342084152785042160689560694325317727092379119896986038304768,10817710.631799145,195.79,174.79
m2,3,894234660235979581879627844252638128218860353300455587414434669719415947264,4649956.16000136,195.75,2.40
