strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,1,345363187726160069024470636855486840832,628874.4475999903,74.89,1.38
m1,1,345363187726160069024470636855486840832,628874.4475999903,74.89,11.90
m2,1,345363187726160069024470636855486840832,180000.3125999987,72.75,0.73
