strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,2,93630763754357760596530423432580069016363058074663390855208139489280,664353.004200002,70.89,1.09
m1,2,199190568719813956003021893576523872430082328072680419234938880,651894.3800000008,70.89,19.80
m2,2,93630763754357760596530423432580069016363058074663390855208139489280,181775.3526999922,70.36,0.61
