strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,93630763754357760596530423432580069016363058074663390855208139489280,664353.004200002,70.89,1.09
m1,3,199190568719813956003021893576523872430082328072680419234938880,651272.2466999998,70.89,44.27
m2,3,93630763754357760596530423432580069016363058074663390855208139489280,181775.3526999922,70.36,0.60
