strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,1,162460898565136938955237494923359608841701342727096800388027107805818257408,4864990.765600006,152.51,3.13
m1,1,162460898565136938955237494923359608841701342727096800388027107805818257408,4864990.765600006,152.51,14.36
m2,1,162460898565136938955237494923359608841701342727096800388027107805818257408,1889919.2946005475,150.37,1.72
