strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,143864811775483762175785617578493724685044846814313757722422240346112,10580847.847199,194.34,4.47
m1,3,32393134701682908621798191031008396642197785820620349544182955531197401402441728,10415383.93629906,194.34,176.61
m2,3,143864811775483762175785617578493724685044846814313757722422240346112,4598453.446097393,196.40,2.43
