instance_key,k,m0_db_cost,m0_energy,m1_db_cost,m1_energy,m2_db_cost,m2_energy
TREE_graph__50relations__12,1,536371859905995264658587650128274703904563349434563864523150544745263690820461395237922668544,5531155.097000117,536371859905995264658587650128274703904563349434563864523150544745263690820461395237922668544,5531155.097000117,536371859905995264658587650128274703904563349434563864523150544745263690820461395237922668544,1963079.6696000595
TREE_graph__50relations__12,2,536371859905995264658587650128274703904563349434563864523150544745263690820461395237922668544,5531155.097000117,536371859905995264658587650128274703904563349434563864523150544745263690820461395237922668544,5531155.097000117,536371859905995264658587650128274703904563349434563864523150544745263690820461395237922668544,1963079.6696000595
TREE_graph__50relations__12,3,536371859905995264658587650128274703904563349434563864523150544745263690820461395237922668544,5531155.097000117,1770728014094491140474935647306129209955157904817596226159950734126267201810570673038230384099196928,5515106.039600118,536371859905995264658587650128274703904563349434563864523150544745263690820461395237922668544,1963079.6696000595
TREE_graph__50relations__12,4,536371859905995264658587650128274703904563349434563864523150544745263690820461395237922668544,5531155.097000117,1770728014094491140474935647306129209955157904817596226159950734126267201810570673038230384099196928,5515106.039600118,536371859905995264658587650128274703904563349434563864523150544745263690820461395237922668544,1963079.6696000595
TREE_graph__50relations__12,5,536371859905995264658587650128274703904563349434563864523150544745263690820461395237922668544,5531155.097000117,14891605452733717380486584230452378302046062536503478118952168314853856050116907835368770904260608,5448637.372000143,536371859905995264658587650128274703904563349434563864523150544745263690820461395237922668544,1963079.6696000595
TREE_graph__50relations__49,1,396294654798368749358104007093964779061868900474370830459548168539248525312,5416517.8361002365,396294654798368749358104007093964779061868900474370830459548168539248525312,5416517.8361002365,396294654798368749358104007093964779061868900474370830459548168539248525312,1951402.0139995825
TREE_graph__50relations__49,2,396294654798368749358104007093964779061868900474370830459548168539248525312,5416517.8361002365,8801792680032999375133665796358237638452248574589276836935884213153955840,5403908.092900236,396294654798368749358104007093964779061868900474370830459548168539248525312,1951402.0139995825
TREE_graph__50relations__49,3,396294654798368749358104007093964779061868900474370830459548168539248525312,5416517.8361002365,5859327329267379406199677145875281796884425072253957174976307256178779953557925789696,5342788.762700225,396294654798368749358104007093964779061868900474370830459548168539248525312,1951402.0139995825
TREE_graph__50relations__49,4,396294654798368749358104007093964779061868900474370830459548168539248525312,5416517.8361002365,18536363215346627070614464978851607745598404098678046266012415131413158357457080156160,5317626.108500243,396294654798368749358104007093964779061868900474370830459548168539248525312,1951402.0139995825
TREE_graph__50relations__49,5,396294654798368749358104007093964779061868900474370830459548168539248525312,5416517.8361002365,18536363215346627070614464978851607745598404098678046266012415131413158357457080156160,5316300.098700216,396294654798368749358104007093964779061868900474370830459548168539248525312,1951402.0139995825
TREE_graph__50relations__22,1,122325945334650142415813233515360677819410210476972529928068470731188172179162217316352,5034389.993199913,122325945334650142415813233515360677819410210476972529928068470731188172179162217316352,5034389.993199913,122325945334650142415813233515360677819410210476972529928068470731188172179162217316352,1922933.9386004189
TREE_graph__50relations__22,2,122325945334650142415813233515360677819410210476972529928068470731188172179162217316352,5034389.993199913,122325945334650142415813233515360677819410210476972529928068470731188172179162217316352,5032860.634299907,122325945334650142415813233515360677819410210476972529928068470731188172179162217316352,1922933.9386004189
TREE_graph__50relations__22,3,122325945334650142415813233515360677819410210476972529928068470731188172179162217316352,5034389.993199913,122325945334650142415813233515360677819410210476972529928068470731188172179162217316352,5032860.634299907,122325945334650142415813233515360677819410210476972529928068470731188172179162217316352,1922933.9386004189
TREE_graph__50relations__22,4,122325945334650142415813233515360677819410210476972529928068470731188172179162217316352,5034389.993199913,122325945334650142415813233515360677819410210476972529928068470731188172179162217316352,5032860.634299907,122325945334650142415813233515360677819410210476972529928068470731188172179162217316352,1922933.9386004189
TREE_graph__50relations__22,5,122325945334650142415813233515360677819410210476972529928068470731188172179162217316352,5034389.993199913,122325945334650142415813233515360677819410210476972529928068470731188172179162217316352,5032287.928599893,122325945334650142415813233515360677819410210476972529928068470731188172179162217316352,1922933.9386004189
TREE_graph__50relations__45,1,1725095760852628733945901509626062916457065231044369711104,5172072.46980015,1725095760852628733945901509626062916457065231044369711104,5172072.46980015,1725095760852628733945901509626062916457065231044369711104,1941850.5523997685
TREE_graph__50relations__45,2,1725095760852628733945901509626062916457065231044369711104,5172072.46980015,4705137469446649376627138695185880404164439436788891206633994553186790766804992,5136857.631400138,1725095760852628733945901509626062916457065231044369711104,1941850.5523997685
TREE_graph__50relations__45,3,1725095760852628733945901509626062916457065231044369711104,5172072.46980015,4705137469446649376627138695185880404164439436788891206633994553186790766804992,5136857.631400138,1725095760852628733945901509626062916457065231044369711104,1941850.5523997685
TREE_graph__50relations__45,4,1725095760852628733945901509626062916457065231044369711104,5172072.46980015,4705137469446649376627138695185880404164439436788891206633994553186790766804992,5131857.0161001785,1725095760852628733945901509626062916457065231044369711104,1941850.5523997685
TREE_graph__50relations__45,5,1725095760852628733945901509626062916457065231044369711104,5172072.46980015,4705137469446649376627138695185880404164439436788891206633994553186790766804992,5131857.0161001785,1725095760852628733945901509626062916457065231044369711104,1941850.5523997685
TREE_graph__50relations__2,1,2244091606961726080369270088252031143157489192878380189958169358761984,5116593.425300133,2244091606961726080369270088252031143157489192878380189958169358761984,5116593.425300133,2244091606961726080369270088252031143157489192878380189958169358761984,1898086.609200416
TREE_graph__50relations__2,2,2244091606961726080369270088252031143157489192878380189958169358761984,5116593.425300133,2244091606961726080369270088252031143157489192878380189958169358761984,5105199.08160016,2244091606961726080369270088252031143157489192878380189958169358761984,1898086.609200416
TREE_graph__50relations__2,3,2244091606961726080369270088252031143157489192878380189958169358761984,5116593.425300133,2244091606961726080369270088252031143157489192878380189958169358761984,5105199.08160016,2244091606961726080369270088252031143157489192878380189958169358761984,1898086.609200416
TREE_graph__50relations__2,4,2244091606961726080369270088252031143157489192878380189958169358761984,5116593.425300133,2244091606961726080369270088252031143157489192878380189958169358761984,5104844.680900163,2244091606961726080369270088252031143157489192878380189958169358761984,1898086.609200416
TREE_graph__50relations__2,5,2244091606961726080369270088252031143157489192878380189958169358761984,5116593.425300133,2244091606961726080369270088252031143157489192878380189958169358761984,5104844.680900163,2244091606961726080369270088252031143157489192878380189958169358761984,1898086.609200416
