strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,1,169199495200107477047671043101158277120,669780.9024000083,75.39,1.13
m1,1,169199495200107477047671043101158277120,669780.9024000083,75.39,10.41
m2,1,169199495200107477047671043101158277120,185075.37420000372,70.05,0.64
