strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,2,169199495200107477047671043101158277120,669780.9024000083,75.39,1.09
m1,2,169199495200107477047671043101158277120,669002.6418000072,75.39,20.00
m2,2,169199495200107477047671043101158277120,185075.37420000372,70.05,0.61
