strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,5287746303498927788170428445789340746591547758641262207936314493266342070064432905022218559950765631368855552,10465617.617799679,195.04,4.28
m1,3,9965072655876133298334865600669101492871973056950000112773753209793068495668697551045034896261120,10429171.087999722,195.04,246.89
m2,3,5287746303498927788170428445789340746591547758641262207936314493266342070064432905022218559950765631368855552,4524675.502300163,193.53,2.36
