strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,77313801505488968149620721200685095977751461858496539805937041408,2116573.748299969,113.08,1.93
m1,3,2784077845047706205970180675642390821802508274201172470604133914797034645565641439129941049344,2094130.3648999748,113.08,77.90
m2,3,77313801505488968149620721200685095977751461858496539805937041408,680498.0245999784,107.62,1.07
