strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,2,77313801505488968149620721200685095977751461858496539805937041408,2116573.748299969,113.08,1.93
m1,2,77313801505488968149620721200685095977751461858496539805937041408,2114101.277499961,113.08,34.59
m2,2,77313801505488968149620721200685095977751461858496539805937041408,680498.0245999784,107.62,1.05
