strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,2,6001772862871466171206950255931580846547187453735170417376056365181898388711785103360,5292290.858400057,161.56,3.26
m1,2,164263775521181653914159182766895666024463128713414257427488475681689089748905538002509853800529920,5223609.269600035,161.56,54.66
m2,2,6001772862871466171206950255931580846547187453735170417376056365181898388711785103360,1969423.795600041,157.77,1.79
