strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,1,5943271304884009948656257736985865457437445571829860159255435631763099048058304335970304,5002890.684699878,157.31,3.12
m1,1,5943271304884009948656257736985865457437445571829860159255435631763099048058304335970304,5002890.684699878,157.31,14.48
m2,1,5943271304884009948656257736985865457437445571829860159255435631763099048058304335970304,1926721.7742999294,154.18,1.74
