instance_folder,relative_path,instance_id,num_relations,structure_signature,split_R,split_P,v_num_vars,v_num_edges,rest_num_vars,rest_num_edges,noreuse_cpp_v_find_mapping_time_ms,noreuse_py_v_apply_mapping_time_ms,noreuse_cpp_rest_find_mapping_time_ms,noreuse_py_rest_apply_mapping_time_ms,noreuse_sample_v_time_ms,noreuse_sample_rest_time_ms,reuse_cpp_v_find_mapping_time_ms,reuse_py_v_apply_mapping_time_ms,reuse_cpp_rest_find_mapping_time_ms,reuse_py_rest_apply_mapping_time_ms,reuse_sample_v_time_ms,reuse_sample_rest_time_ms,saved_total_time_ms,saved_mapping_time_ms,saved_total_time_pct
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/0,TREE_graph/40relations/0,0,40,5221e0bdd37d3d2b311a57cc3cf0946e71f5282e,40,39,1520,31120,1710,37620,576.32,122.86,689.93,132.56,43.38,46.95,0.00,113.95,0.00,127.98,41.79,48.27,1280.01,1266.25,79.41
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/1,TREE_graph/40relations/1,1,40,17ce6d2278eef3a81db5fe176284d4c7fe466b3e,40,39,1520,31120,1710,37620,397.88,115.85,686.31,133.04,42.82,49.98,0.00,116.78,0.00,131.22,42.61,48.84,1086.43,1084.19,76.19
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/2,TREE_graph/40relations/2,2,40,77f83200a79dc1a042196c3a742d1773815ada7a,40,39,1520,31120,1710,37620,412.91,114.86,731.88,130.55,43.15,49.90,0.00,116.35,0.00,131.27,46.57,49.21,1139.84,1144.79,76.85
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/3,TREE_graph/40relations/3,3,40,32126947169418dfd957dd1c0990933c47e35d2e,40,39,1520,31120,1710,37620,297.80,124.28,819.25,140.82,47.47,54.29,0.00,123.57,0.00,139.37,45.40,51.26,1124.31,1117.05,75.77
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/4,TREE_graph/40relations/4,4,40,9cf2db92ae81f8fb4f3387a682a025074cb786ad,40,39,1520,31120,1710,37620,270.33,116.73,632.95,132.37,45.16,49.59,0.00,114.48,0.00,130.78,42.74,48.53,910.61,903.28,73.02
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/5,TREE_graph/40relations/5,5,40,7bc8330ba326c72699062247bfdd7a39a190c1ce,40,39,1520,31120,1710,37620,396.14,113.44,776.67,132.20,42.99,49.63,0.00,125.26,0.00,130.30,42.79,48.68,1164.03,1172.81,77.03
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/6,TREE_graph/40relations/6,6,40,4e2d9486b8c108f7a8536a680906062c0acee1e2,40,39,1520,31120,1710,37620,388.69,116.23,596.69,130.26,42.75,49.33,0.00,121.84,0.00,130.87,42.60,48.64,980.00,985.38,74.02
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/7,TREE_graph/40relations/7,7,40,562846d34ad653fcb18fc27c3d82c25203f9f779,40,39,1520,31120,1710,37620,484.60,119.86,484.09,132.63,42.53,44.46,0.00,116.63,0.00,131.35,42.23,44.30,973.66,968.69,74.43
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/8,TREE_graph/40relations/8,8,40,b50e5a83b9753f2a75b850787c896e157d8fc973,40,39,1520,31120,1710,37620,281.00,120.53,694.46,132.54,42.28,44.35,0.00,117.33,0.00,131.93,44.47,44.88,976.54,975.46,74.25
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/9,TREE_graph/40relations/9,9,40,7fca32e2df2b1040d40b81e3a7798c30e3b520d7,40,39,1520,31120,1710,37620,341.66,115.80,687.89,143.03,49.83,49.65,0.00,115.87,0.00,130.21,42.19,47.47,1052.12,1029.55,75.81
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/10,TREE_graph/40relations/10,10,40,d52fefe654c7bc784df53cf6968954097887a897,40,39,1520,31120,1710,37620,560.20,116.81,380.48,132.04,43.23,49.39,0.00,115.63,0.00,130.37,43.38,48.65,944.12,940.68,73.64
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/11,TREE_graph/40relations/11,11,40,c8cced5751dfdf554b2e5e8446442e2d52aa7e7a,40,39,1520,31120,1710,37620,368.08,116.19,955.30,132.27,43.78,48.01,0.00,122.10,0.00,140.03,44.24,50.84,1306.42,1323.38,78.53
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/12,TREE_graph/40relations/12,12,40,6978cb374ecef59494d806f96b6e4333e7f8f6e9,40,39,1520,31120,1710,37620,600.37,114.30,719.13,134.01,45.15,50.46,0.00,110.94,0.00,124.93,40.66,47.23,1339.67,1319.50,80.54
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/13,TREE_graph/40relations/13,13,40,79e6c8cc087ede66df8f8450641f6d6526a69375,40,39,1520,31120,1710,37620,544.37,116.63,755.22,133.68,42.64,49.16,0.00,116.23,0.00,130.98,42.33,47.89,1304.27,1299.59,79.45
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/14,TREE_graph/40relations/14,14,40,091dbb9cb1ca7df08795b103c9b114262ec95251,40,39,1520,31120,1710,37620,447.56,117.21,847.81,144.35,48.44,56.37,0.00,127.36,0.00,142.48,46.27,51.96,1293.66,1295.37,77.85
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/15,TREE_graph/40relations/15,15,40,61046446618a8b4ca8e82c6f07a4837659c78f01,40,39,1520,31120,1710,37620,305.96,115.46,806.25,133.65,42.62,49.69,0.00,115.18,0.00,128.64,42.91,48.59,1118.31,1112.21,76.93
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/16,TREE_graph/40relations/16,16,40,c9773237f7d46fe647466f466f339a0ed93d26af,40,39,1520,31120,1710,37620,478.54,120.85,533.12,139.83,49.70,52.31,0.00,116.08,0.00,127.48,41.50,47.24,1042.05,1011.66,75.82
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/17,TREE_graph/40relations/17,17,40,a533613037a2fc469babe3e0dda10d832da1fc79,40,39,1520,31120,1710,37620,429.39,116.93,709.41,131.49,43.63,48.88,0.00,116.18,0.00,129.50,42.12,48.18,1143.75,1138.80,77.29
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/18,TREE_graph/40relations/18,18,40,ecf3a20a5ad41891f0947138ef0f56e10bcc23ce,40,39,1520,31120,1710,37620,439.12,111.79,413.24,131.76,44.89,47.95,0.00,115.62,0.00,131.70,47.04,48.95,845.44,852.36,71.12
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/19,TREE_graph/40relations/19,19,40,b9f94b2851a8a86a63e1707007e3300961804bc9,40,39,1520,31120,1710,37620,254.28,123.21,622.22,139.81,43.87,50.64,0.00,119.42,0.00,120.66,23.52,25.27,945.16,876.50,76.59
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/20,TREE_graph/40relations/20,20,40,dca55fad2bb1e4d410b4a709dcb96cbce1817302,40,39,1520,31120,1710,37620,475.24,114.31,487.09,131.67,47.45,48.87,0.00,126.68,0.00,131.28,42.94,48.64,955.08,962.33,73.21
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/21,TREE_graph/40relations/21,21,40,f7a108b4156ec66728e404207fa46e5267ee4730,40,39,1520,31120,1710,37620,293.77,116.38,753.30,132.70,44.36,50.12,0.00,127.25,0.00,131.72,42.79,48.77,1040.10,1047.07,74.79
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/22,TREE_graph/40relations/22,22,40,f4e61211ac7996244c6a98398888aa555ffd0b8f,40,39,1520,31120,1710,37620,507.92,115.01,557.35,136.52,17.16,18.77,0.00,133.19,0.00,139.61,45.18,50.96,983.79,1065.27,72.73
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/23,TREE_graph/40relations/23,23,40,eac46404a6b4b9d96026f35f4f755d8a7c89c016,40,39,1520,31120,1710,37620,383.40,116.12,535.57,132.70,43.62,48.29,0.00,121.57,0.00,131.76,42.92,48.67,914.78,918.97,72.62
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/24,TREE_graph/40relations/24,24,40,1e18cdd0f3db689bbd5285c839cee35881de1859,40,39,1520,31120,1710,37620,438.17,126.44,610.85,100.73,46.60,77.74,0.00,128.29,0.00,135.27,43.16,44.37,1049.45,1049.02,74.93
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/25,TREE_graph/40relations/25,25,40,094952d04d99f062027d5e4a5b9529840e145aef,40,39,1520,31120,1710,37620,465.30,120.05,793.83,140.01,43.03,45.29,0.00,117.45,0.00,132.39,42.33,44.11,1271.23,1259.13,79.08
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/26,TREE_graph/40relations/26,26,40,62c70c4b60c2e036c33d3c6f3236a681ed67f4b4,40,39,1520,31120,1710,37620,398.58,124.08,620.77,133.00,43.09,45.65,0.00,115.53,0.00,127.80,42.23,44.15,1035.46,1019.35,75.85
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/27,TREE_graph/40relations/27,27,40,a345aa10f21a571d713d5c6a1b787b1fade99f06,40,39,1520,31120,1710,37620,391.13,123.82,873.66,135.04,33.85,36.69,0.00,124.05,0.00,142.06,47.42,53.13,1227.52,1264.79,77.00
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/28,TREE_graph/40relations/28,28,40,c79102e26f27f927ce62105899577b929010f592,40,39,1520,31120,1710,37620,427.23,113.25,1072.97,131.39,42.96,48.86,0.00,112.73,0.00,127.08,41.34,47.46,1508.05,1500.20,82.11
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/29,TREE_graph/40relations/29,29,40,eca53a8a6510ced6509ef0cd0ad3d6ec5165b407,40,39,1520,31120,1710,37620,302.16,117.08,666.75,134.31,43.18,51.68,0.00,115.47,0.00,129.69,42.87,49.02,978.11,968.91,74.37
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/30,TREE_graph/40relations/30,30,40,f49234522fa1bc2bbf662e6531e1434561ac8638,40,39,1520,31120,1710,37620,394.96,115.20,979.69,131.80,42.20,48.58,0.00,116.18,0.00,130.14,43.81,50.65,1371.65,1374.65,80.10
