instance_folder,relative_path,instance_id,num_relations,structure_signature,split_R,split_P,v_num_vars,v_num_edges,rest_num_vars,rest_num_edges,noreuse_cpp_v_find_mapping_time_ms,noreuse_py_v_apply_mapping_time_ms,noreuse_cpp_rest_find_mapping_time_ms,noreuse_py_rest_apply_mapping_time_ms,noreuse_sample_v_time_ms,noreuse_sample_rest_time_ms,reuse_cpp_v_find_mapping_time_ms,reuse_py_v_apply_mapping_time_ms,reuse_cpp_rest_find_mapping_time_ms,reuse_py_rest_apply_mapping_time_ms,reuse_sample_v_time_ms,reuse_sample_rest_time_ms,saved_total_time_ms,saved_mapping_time_ms,saved_total_time_pct
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/31,TREE_graph/40relations/31,31,40,2b92f4f05a512210f0a855ffe0e1b3c31b29b4a1,40,39,1520,31120,1710,37620,217.33,113.57,808.52,131.70,42.99,48.47,0.00,115.63,0.00,130.59,42.41,48.74,1025.21,1025.85,75.24
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/32,TREE_graph/40relations/32,32,40,46e309fdcf70c98f3af1b1e3218449dbc2ae9dc4,40,39,1520,31120,1710,37620,271.95,117.73,759.82,133.39,42.67,50.18,0.00,115.66,0.00,129.70,42.27,49.31,1038.79,1031.77,75.51
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/33,TREE_graph/40relations/33,33,40,b828892019992177708e11ef3cb22bf5e2914cf2,40,39,1520,31120,1710,37620,385.62,117.51,709.89,133.42,46.39,49.92,0.00,126.80,0.00,130.75,42.78,47.67,1094.75,1095.51,75.88
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/34,TREE_graph/40relations/34,34,40,5c2938b8535c391c5a7cced0c76dd8a2597c6b18,40,39,1520,31120,1710,37620,326.40,115.76,971.52,133.54,43.62,48.48,0.00,127.38,0.00,131.82,42.94,48.49,1288.69,1297.92,78.61
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/35,TREE_graph/40relations/35,35,40,22039524360c5fd019e2504b95bb80d5535bd55e,40,39,1520,31120,1710,37620,213.52,122.95,599.59,139.00,45.65,52.03,0.00,126.22,0.00,138.52,45.36,50.95,811.68,813.11,69.21
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/36,TREE_graph/40relations/36,36,40,681c85fd2d39cb630e4e82e02f6be65bfdb513c5,40,39,1520,31120,1710,37620,329.20,114.72,695.16,134.13,44.08,48.60,0.00,121.62,0.00,131.81,42.72,48.52,1021.23,1024.36,74.77
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/37,TREE_graph/40relations/37,37,40,583d671bd8312507cc17bae311b8800a139f5014,40,39,1520,31120,1710,37620,590.90,117.20,797.00,134.71,43.26,48.82,0.00,122.03,0.00,132.02,43.00,48.70,1386.14,1387.90,80.04
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/38,TREE_graph/40relations/38,38,40,4e98f6a09d020cb1b777c23d2843667eab37e36e,40,39,1520,31120,1710,37620,306.40,115.94,628.73,133.28,44.97,52.17,0.00,124.24,0.00,141.76,46.63,52.62,916.24,935.13,71.50
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/39,TREE_graph/40relations/39,39,40,53904534333d28e1cd46231bd8cc614286574382,40,39,1520,31120,1710,37620,454.14,115.03,839.10,132.73,44.06,48.84,0.00,117.63,0.00,131.58,42.96,48.53,1293.19,1293.24,79.15
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/40,TREE_graph/40relations/40,40,40,6d3bc4753c89e3963632248699a93fac2f58a7bd,40,39,1520,31120,1710,37620,350.44,114.08,749.84,133.12,42.96,49.68,0.00,116.32,0.00,129.58,42.81,48.64,1102.76,1100.28,76.57
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/41,TREE_graph/40relations/41,41,40,b8d7eb8987cf46fd0e37d3be5ec70d9e56b5f528,40,39,1520,31120,1710,37620,260.35,116.00,803.70,136.17,45.27,54.88,0.00,129.22,0.00,138.24,49.91,55.63,1043.36,1064.05,73.66
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/42,TREE_graph/40relations/42,42,40,ae70514bea2beab4243a9a1d31df2a9a925d8d6e,40,39,1520,31120,1710,37620,456.74,117.56,638.22,133.59,43.86,49.55,0.00,116.79,0.00,131.25,42.81,48.72,1099.95,1094.96,76.41
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/43,TREE_graph/40relations/43,43,40,f0a3459b0bf80fa119321bbde58b4f07e142902c,40,39,1520,31120,1710,37620,303.96,122.40,781.11,145.11,47.20,53.88,0.00,105.07,0.00,131.81,43.23,48.67,1124.88,1085.07,77.38
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/44,TREE_graph/40relations/44,44,40,14c9fa30d0632a2b7d4a2424d3eabc1f66a23258,40,39,1520,31120,1710,37620,494.19,115.43,705.28,131.63,43.13,49.04,0.00,114.30,0.00,132.00,43.10,49.29,1200.01,1199.47,77.99
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/45,TREE_graph/40relations/45,45,40,0cb60740089cb5dcbb6112b7e3f786101244a188,40,39,1520,31120,1710,37620,292.55,116.57,493.63,130.86,41.90,49.90,0.00,116.16,0.00,130.75,42.46,48.76,787.28,786.18,69.96
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/46,TREE_graph/40relations/46,46,40,008f746b00951000ade6eb4c275743ab6b58acbf,40,39,1520,31120,1710,37620,418.37,124.07,954.16,142.55,47.10,53.22,0.00,119.18,0.00,132.01,44.00,49.36,1394.92,1372.53,80.19
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/47,TREE_graph/40relations/47,47,40,d95a3f8dbd89be8e051ceb91baca5dcdd0af7d71,40,39,1520,31120,1710,37620,267.99,116.16,688.04,134.44,43.46,50.01,0.00,117.56,0.00,131.38,42.95,49.03,959.18,956.03,73.78
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/48,TREE_graph/40relations/48,48,40,284e721b1b4d7cc729be69f236193345fdb38d9a,40,39,1520,31120,1710,37620,296.97,118.24,717.20,141.33,47.08,54.09,0.00,122.51,0.00,127.34,41.21,48.36,1035.49,1014.17,75.31
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/40relations/49,TREE_graph/40relations/49,49,40,db4b58306040f3283aae650593d7fb7cf361f7b7,40,39,1520,31120,1710,37620,381.84,116.67,582.03,132.38,43.53,49.42,0.00,126.29,0.00,131.37,42.49,48.01,957.71,963.87,73.34
,,AVERAGE,,,,,,,,,387.4384,117.5830,708.3334,133.9968,43.6198,49.4542,0.0000,119.5160,0.0000,131.9026,43.0078,48.2562,1097.7416,1095.7718,75.9166
