strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,185074688589775589738316933405330826647367700522133180200240476180280140790292878740851766885732585570304,10084890.452400666,194.47,4.41
m1,3,8154038233935689609417874737125877967303861778908939357927806532224486705786817292892358110788722884608,10054334.865600733,194.47,244.63
m2,3,185074688589775589738316933405330826647367700522133180200240476180280140790292878740851766885732585570304,4530334.697403973,195.66,2.45
