strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,1,6493636989723881281459607921177104355013430255936925532643021775224843473763772820349624907332583424,2250794.835400046,105.97,2.05
m1,1,6493636989723881281459607921177104355013430255936925532643021775224843473763772820349624907332583424,2250794.835400046,105.97,9.94
m2,1,6493636989723881281459607921177104355013430255936925532643021775224843473763772820349624907332583424,670346.49239996,108.69,1.18
