strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,6493636989723881281459607921177104355013430255936925532643021775224843473763772820349624907332583424,2250794.835400046,105.97,2.08
m1,3,6493636989723881281459607921177104355013430255936925532643021775224843473763772820349624907332583424,2249786.4856000594,105.97,82.79
m2,3,6493636989723881281459607921177104355013430255936925532643021775224843473763772820349624907332583424,670346.49239996,108.69,1.13
