strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,1,200207107038845850965285738687905983897519319316300731899806076155039192322525670808244408487042077702488064,10658977.518400542,195.31,4.48
m1,1,200207107038845850965285738687905983897519319316300731899806076155039192322525670808244408487042077702488064,10658977.518400542,195.31,20.24
m2,1,200207107038845850965285738687905983897519319316300731899806076155039192322525670808244408487042077702488064,4536239.021802098,198.88,2.35
