strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,2,13388752381092592824135639449661906592915783680,656811.303599997,68.04,1.09
m1,2,13388752381092592824135639449661906592915783680,655865.3353999982,68.04,19.31
m2,2,13388752381092592824135639449661906592915783680,181342.39949998815,68.97,0.58
