strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,1,115201942300579096383434340561508222828456823331766362837735154299375550726144,10113287.795100592,196.53,4.58
m1,1,115201942300579096383434340561508222828456823331766362837735154299375550726144,10113287.795100592,196.53,20.81
m2,1,115201942300579096383434340561508222828456823331766362837735154299375550726144,4585947.697501924,196.65,2.46
