strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,2,6355085460738832017425826639925203033973281928790005384921219072,2053654.790200021,115.80,1.99
m1,2,6355085460738832017425826639925203033973281928790005384921219072,2052949.3394000179,115.80,35.02
m2,2,6355085460738832017425826639925203033973281928790005384921219072,662981.0634000921,109.00,1.07
