strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,321059696298898933936462227842687224643717440550228710636965494567145703189667870675329390421528917514911744,19582429.17640081,266.49,6.02
m1,3,321059696298898933936462227842687224643717440550228710636965494567145703189667870675329390421528917514911744,19577485.275100786,266.49,308.40
m2,3,321059696298898933936462227842687224643717440550228710636965494567145703189667870675329390421528917514911744,9168034.237597689,265.93,3.39
