strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,322600192362447179824093142281219319578420321801518910349299069334103147389502737054957568,5193491.667599979,155.80,3.21
m1,3,450133448371345355099448077686076657871946495549824563444415916766887317340160,5115926.287299952,155.80,129.03
m2,3,322600192362447179824093142281219319578420321801518910349299069334103147389502737054957568,1949908.7019000147,156.86,1.82
