strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,11723967761792099244258114393555945847817535768615994057112680398848,680748.9197000043,72.08,1.14
m1,3,37465998037035329646609804592929752203503758473710436691581991911424,654331.1591000028,72.08,45.32
m2,3,11723967761792099244258114393555945847817535768615994057112680398848,193713.94590001128,71.95,0.65
