strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,2,11723967761792099244258114393555945847817535768615994057112680398848,680748.9197000043,72.08,1.20
m1,2,37465998037035329646609804592929752203503758473710436691581991911424,656041.649100002,72.08,20.42
m2,2,11723967761792099244258114393555945847817535768615994057112680398848,193713.94590001128,71.95,0.67
