instance_folder,relative_path,instance_id,num_relations,structure_signature,split_R,split_P,v_num_vars,v_num_edges,rest_num_vars,rest_num_edges,noreuse_cpp_v_find_mapping_time_ms,noreuse_py_v_apply_mapping_time_ms,noreuse_cpp_rest_find_mapping_time_ms,noreuse_py_rest_apply_mapping_time_ms,noreuse_sample_v_time_ms,noreuse_sample_rest_time_ms,reuse_cpp_v_find_mapping_time_ms,reuse_py_v_apply_mapping_time_ms,reuse_cpp_rest_find_mapping_time_ms,reuse_py_rest_apply_mapping_time_ms,reuse_sample_v_time_ms,reuse_sample_rest_time_ms,saved_total_time_ms,saved_mapping_time_ms,saved_total_time_pct
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/0,TREE_graph/30relations/0,0,30,a0b69375050f53550a28eea3136b5ccc654bff60,30,29,840,12990,980,16660,124.23,60.52,208.47,68.14,25.18,28.89,0.00,72.84,0.00,68.19,24.92,28.15,321.34,332.70,62.34
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/1,TREE_graph/30relations/1,1,30,dd4ff5ec571e853f73f9fe38894987ff939067fb,30,29,840,12990,980,16660,58.45,58.58,180.79,68.48,25.40,28.69,0.00,66.56,0.00,69.03,24.69,28.03,232.09,239.24,55.21
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/2,TREE_graph/30relations/2,2,30,dd351307c82c7a134ee4a133c384f1c8d25bb239,30,29,840,12990,980,16660,63.18,58.65,122.85,66.98,25.33,27.39,0.00,61.01,0.00,69.00,23.94,27.80,182.64,186.03,50.12
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/3,TREE_graph/30relations/3,3,30,42723169051619b982b0382481a47efa91f11427,30,29,840,12990,980,16660,96.04,58.58,134.23,66.77,24.67,27.98,0.00,60.15,0.00,67.97,24.70,27.94,227.51,230.27,55.73
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/4,TREE_graph/30relations/4,4,30,48a8b79bb3b7c6cfb4b764b519a45904bb3b75b8,30,29,840,12990,980,16660,62.13,58.92,259.28,69.51,24.35,27.23,0.00,70.45,0.00,68.59,24.46,27.54,310.39,321.41,61.90
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/5,TREE_graph/30relations/5,5,30,d243259b4ccd8bb008543666ba889c9094ddd968,30,29,840,12990,980,16660,109.73,57.96,112.28,68.95,25.42,28.03,0.00,71.66,0.00,69.70,24.89,28.16,207.95,222.01,51.68
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/6,TREE_graph/30relations/6,6,30,8260905ad5929f9c40ae3610b833cbe2cb48f66f,30,29,840,12990,980,16660,51.77,58.47,235.56,69.69,24.62,27.51,0.00,70.15,0.00,69.54,24.91,28.02,275.00,287.33,58.81
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/7,TREE_graph/30relations/7,7,30,284d7fbbcd4f9f6a6e621a54429dc6ede27b81a1,30,29,840,12990,980,16660,126.27,58.13,257.42,68.59,24.92,28.00,0.00,61.31,0.00,69.42,24.84,28.19,379.58,383.69,67.38
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/8,TREE_graph/30relations/8,8,30,833de17fbedda3ba0e3375f77d1b532918186c9f,30,29,840,12990,980,16660,54.53,58.98,135.80,68.96,25.21,28.45,0.00,61.48,0.00,69.22,24.77,28.04,188.42,190.33,50.66
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/9,TREE_graph/30relations/9,9,30,d8c157a356f360f212e12af6ef59063b48f51899,30,29,840,12990,980,16660,67.24,59.51,218.25,70.01,25.96,29.01,0.00,70.18,0.00,68.37,24.48,27.86,279.08,285.49,59.38
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/10,TREE_graph/30relations/10,10,30,f39ed47b733237b4e17e7cc6f55a4ee7e163935b,30,29,840,12990,980,16660,105.70,58.33,143.90,68.96,25.30,28.13,0.00,70.28,0.00,68.38,24.90,28.24,238.53,249.60,55.43
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/11,TREE_graph/30relations/11,11,30,c56a81c388c49e8e85d4ddbec561bb529c591016,30,29,840,12990,980,16660,60.10,57.17,159.04,66.86,24.74,27.49,0.00,69.41,0.00,69.12,24.55,28.19,204.12,219.14,51.62
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/12,TREE_graph/30relations/12,12,30,c8c4db805a435de8617a713d2b49d3e4ebe8e2d5,30,29,840,12990,980,16660,61.23,58.86,180.79,68.80,25.21,27.79,0.00,71.56,0.00,69.81,24.80,28.07,228.43,242.02,54.04
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/13,TREE_graph/30relations/13,13,30,f48214db4e1934f9ad5cb9de48b2a1edeb4372bf,30,29,840,12990,980,16660,87.61,59.78,264.44,66.91,25.13,27.68,0.00,61.36,0.00,69.84,24.82,28.14,347.39,352.05,65.35
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/14,TREE_graph/30relations/14,14,30,3a4e1e375514f56bc2a4f6a2b33aa300b5f5c429,30,29,840,12990,980,16660,66.41,58.78,142.08,67.76,24.66,28.08,0.00,61.39,0.00,69.09,24.94,27.85,204.50,208.49,52.74
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/15,TREE_graph/30relations/15,15,30,2ef2d8d9e488ca0ff81cf6f144cd165af99446ec,30,29,840,12990,980,16660,60.91,58.92,91.01,68.68,25.04,28.30,0.00,70.74,0.00,68.74,24.84,28.20,140.33,151.92,42.16
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/16,TREE_graph/30relations/16,16,30,88eb164070c0e3e38241c37fdd168219e5d20b63,30,29,840,12990,980,16660,61.05,57.50,112.49,67.38,24.52,28.05,0.00,69.76,0.00,67.02,24.18,27.68,162.36,173.54,46.26
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/17,TREE_graph/30relations/17,17,30,08167d69729c50dc7b55a8af8d196f2cb0fde27e,30,29,840,12990,980,16660,92.64,56.89,114.13,66.56,25.66,28.34,0.00,71.30,0.00,69.58,24.74,28.10,190.49,206.77,49.58
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/18,TREE_graph/30relations/18,18,30,d2ef5ac2bb11b40222d1bda801e85c4fda792a85,30,29,840,12990,980,16660,85.43,59.07,160.24,69.67,25.44,28.77,0.00,59.28,0.00,67.25,24.18,27.20,250.71,245.67,58.49
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/19,TREE_graph/30relations/19,19,30,fb954eac7d81cec19333f790103317f7ace80cba,30,29,840,12990,980,16660,106.75,59.08,125.58,69.99,25.19,28.21,0.00,191.14,0.00,68.38,24.70,28.21,102.37,232.33,24.68
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/20,TREE_graph/30relations/20,20,30,efd3f3d9d15ab3eb869e6eda5b1f5e713b6c3209,30,29,840,12990,980,16660,56.83,58.57,135.05,69.69,24.97,27.97,0.00,69.76,0.00,67.98,24.90,28.16,182.29,191.88,48.86
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/21,TREE_graph/30relations/21,21,30,2fe4f800fbb685f71cc40fbf614127576ca775c9,30,29,840,12990,980,16660,70.84,57.18,169.16,67.72,24.96,28.14,0.00,69.00,0.00,67.13,24.03,28.12,229.72,240.00,54.96
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/22,TREE_graph/30relations/22,22,30,0e494320f088fa2f9223e56992483568b63cd8a6,30,29,840,12990,980,16660,68.07,57.44,169.87,68.40,24.51,27.17,0.00,70.19,0.00,70.43,25.83,29.38,219.62,237.94,52.86
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/23,TREE_graph/30relations/23,23,30,ef3780566b89ce88975d79af98ba90dca1aa62ee,30,29,840,12990,980,16660,129.86,59.09,130.65,68.62,25.05,28.06,0.00,61.59,0.00,69.15,24.74,27.95,257.90,260.51,58.44
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/24,TREE_graph/30relations/24,24,30,40d1f6ac6915fd501225eb7025bb051cbf5d4808,30,29,840,12990,980,16660,55.28,58.57,100.99,66.28,25.19,27.31,0.00,70.69,0.00,68.17,24.56,27.72,142.48,156.27,42.71
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/25,TREE_graph/30relations/25,25,30,b381b8277a3501bb56fbce15df2b118122d9df25,30,29,840,12990,980,16660,57.79,61.80,155.41,74.00,25.71,29.40,0.00,75.30,0.00,74.01,26.58,29.59,198.63,213.20,49.15
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/26,TREE_graph/30relations/26,26,30,581ed7079ac83e7217c1d427c1e312b04e747d2a,30,29,840,12990,980,16660,97.40,57.20,176.04,69.66,25.46,28.04,0.00,72.10,0.00,70.01,24.89,28.17,258.63,273.44,56.99
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/27,TREE_graph/30relations/27,27,30,dc7f9523838c0fb79cc02d4836213bc43e6f58f1,30,29,840,12990,980,16660,77.80,59.91,180.15,68.76,25.44,28.20,0.00,60.17,0.00,67.68,24.73,27.84,259.85,257.95,59.02
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/28,TREE_graph/30relations/28,28,30,9ff2f9f06148e18b0e6f362585f2325908535da2,30,29,840,12990,980,16660,59.67,61.75,170.65,75.46,26.78,30.01,0.00,76.14,0.00,56.77,27.01,33.49,230.91,230.32,54.42
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/29,TREE_graph/30relations/29,29,30,1ffdc749c6429c8ade8a1c6aded2ed6c0486454d,30,29,840,12990,980,16660,78.52,59.22,118.61,68.47,25.33,27.88,0.00,72.04,0.00,69.04,25.69,29.18,182.08,197.13,48.16
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/30,TREE_graph/30relations/30,30,30,1a7fe6d3ca6ccdf4b9e1ea27286d62128b828a77,30,29,840,12990,980,16660,65.85,60.56,123.75,68.34,25.42,28.27,0.00,71.89,0.00,69.49,24.87,28.08,177.86,189.60,47.79
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/31,TREE_graph/30relations/31,31,30,1aa1dcb2a5bdb615af51523eb05c99a6eda7a6f6,30,29,840,12990,980,16660,65.32,59.11,200.43,69.27,25.27,27.80,0.00,70.61,0.00,69.05,25.12,28.10,254.32,265.75,56.87
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/32,TREE_graph/30relations/32,32,30,c2497a7b887991616f1f64364eab7cf40151aee0,30,29,840,12990,980,16660,60.34,58.55,114.03,70.34,25.18,28.40,0.00,65.56,0.00,66.53,24.14,27.12,173.49,174.37,48.62
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/33,TREE_graph/30relations/33,33,30,f6af8dc265d77c6f8a5989dd4b929eec2cbb366e,30,29,840,12990,980,16660,64.63,23.66,159.95,29.09,10.12,11.27,0.00,64.84,0.00,74.21,26.30,30.96,102.41,224.58,34.28
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/34,TREE_graph/30relations/34,34,30,0e0c702e04295ea2f829efa64b09dd20cb2c7f59,30,29,840,12990,980,16660,115.56,59.42,141.79,69.11,25.44,29.07,0.00,70.83,0.00,68.86,24.98,28.11,247.62,257.35,56.23
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/35,TREE_graph/30relations/35,35,30,ea645e2665ea1ed753ddc72e7639a54c176f25cf,30,29,840,12990,980,16660,116.19,59.36,162.74,68.61,25.33,28.28,0.00,71.57,0.00,69.38,25.03,28.24,266.29,278.93,57.83
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/36,TREE_graph/30relations/36,36,30,b587790056ed81ba293ac6447329d854187a3302,30,29,840,12990,980,16660,61.29,61.96,120.18,73.41,26.51,30.20,0.00,75.24,0.00,73.55,26.20,29.51,169.05,181.47,45.25
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/37,TREE_graph/30relations/37,37,30,b59350c34ed07376a02a7c36ac901dc8faa86a2c,30,29,840,12990,980,16660,112.13,61.76,172.77,74.65,25.31,28.70,0.00,72.38,0.00,69.97,24.99,28.10,279.88,284.90,58.88
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/38,TREE_graph/30relations/38,38,30,ad96d9597cb45df300d72d740f739481e2b01c0a,30,29,840,12990,980,16660,94.32,58.93,193.65,68.94,25.62,28.22,0.00,61.35,0.00,69.80,25.03,28.23,285.26,287.97,60.74
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/39,TREE_graph/30relations/39,39,30,e0b6c4ebc2f9e7c4d4b818ec9a921533a36d6d7d,30,29,840,12990,980,16660,71.90,58.75,219.62,70.46,25.10,28.54,0.00,197.94,0.00,69.27,25.23,28.28,153.65,291.52,32.39
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/40,TREE_graph/30relations/40,40,30,e4bfcd37261bee81c1bf7f4a706298cb1c9020bd,30,29,840,12990,980,16660,100.68,64.48,174.52,68.97,25.42,28.47,0.00,71.28,0.00,69.34,24.86,27.97,269.09,275.20,58.18
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/41,TREE_graph/30relations/41,41,30,e61a068ad2ce5a04cbaf608c7f2f5898207d5dc9,30,29,840,12990,980,16660,61.81,56.61,140.08,66.59,24.46,27.59,0.00,70.85,0.00,68.31,24.22,27.29,186.47,201.89,49.44
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/30relations/42,TREE_graph/30relations/42,42,30,420d3db2e96beac3c795b7379e4bc74dc783eff7,30,29,840,12990,980,16660,99.84,57.48,128.92,68.04,25.56,30.94,0.00,68.84,0.00,67.76,24.31,27.51,222.36,228.76,54.13
