instance_folder,relative_path,instance_id,num_relations,structure_signature,split_R,split_P,v_num_vars,v_num_edges,rest_num_vars,rest_num_edges,noreuse_cpp_v_find_mapping_time_ms,noreuse_py_v_apply_mapping_time_ms,noreuse_cpp_rest_find_mapping_time_ms,noreuse_py_rest_apply_mapping_time_ms,noreuse_sample_v_time_ms,noreuse_sample_rest_time_ms,reuse_cpp_v_find_mapping_time_ms,reuse_py_v_apply_mapping_time_ms,reuse_cpp_rest_find_mapping_time_ms,reuse_py_rest_apply_mapping_time_ms,reuse_sample_v_time_ms,reuse_sample_rest_time_ms,saved_total_time_ms,saved_mapping_time_ms,saved_total_time_pct
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/0,TREE_graph/50relations/0,0,50,303fa8c31729c77c8f47680454075859cb3f174a,50,49,2400,61150,2640,71280,892.71,211.65,1206.94,237.98,76.92,78.70,0.00,198.46,0.00,221.99,67.27,78.60,2138.59,2099.65,79.06
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/1,TREE_graph/50relations/1,1,50,fe5a1742135d4c4023329918f47cdcd2e8d53b32,50,49,2400,61150,2640,71280,1308.83,202.13,1061.69,223.40,68.43,77.33,0.00,202.42,0.00,233.19,67.57,75.14,2363.49,2370.52,80.34
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/2,TREE_graph/50relations/2,2,50,4d1517c60008ccc038443c0cacddf9cfa2d8901b,50,49,2400,61150,2640,71280,828.57,202.00,1186.47,232.37,68.40,76.50,0.00,199.00,0.00,224.53,67.66,75.16,2027.96,2015.04,78.17
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/3,TREE_graph/50relations/3,3,50,0e35c110b399ddb5ef934a13dc5ef4a2f034cd5e,50,49,2400,61150,2640,71280,696.20,199.95,1746.64,227.43,67.58,76.04,0.00,202.30,0.00,227.33,66.84,74.76,2442.61,2442.84,81.05
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/4,TREE_graph/50relations/4,4,50,c991d30433db19b384746a6cee778340c51eab36,50,49,2400,61150,2640,71280,839.22,195.76,1503.76,227.41,67.07,75.04,0.00,213.49,0.00,246.66,72.77,80.91,2294.44,2342.98,78.89
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/5,TREE_graph/50relations/5,5,50,99600bc944c995d964171b42490763444f010a7c,50,49,2400,61150,2640,71280,763.29,215.49,1758.71,242.01,70.90,80.73,0.00,213.91,0.00,244.23,72.02,80.78,2520.19,2522.00,80.49
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/6,TREE_graph/50relations/6,6,50,8043326e8a650a0a19cfa178f138019184a6c841,50,49,2400,61150,2640,71280,1131.73,213.45,1451.58,227.92,69.02,75.94,0.00,195.31,0.00,222.45,65.09,73.07,2613.72,2583.31,82.46
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/7,TREE_graph/50relations/7,7,50,f6d05e984e610289fbc2af21b0477775947776ff,50,49,2400,61150,2640,71280,775.45,202.93,1161.72,228.44,67.78,74.17,0.00,200.54,0.00,228.76,66.80,74.68,1939.71,1937.17,77.26
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/8,TREE_graph/50relations/8,8,50,9a4f90b475d7dd73cc2cf7c6989e3f61d0b6149b,50,49,2400,61150,2640,71280,940.92,200.91,803.48,221.14,66.01,73.23,0.00,195.28,0.00,219.80,66.28,74.59,1749.74,1744.40,75.89
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/9,TREE_graph/50relations/9,9,50,b4f627b9315b4737b8d2b838c4656a7707aaec2d,50,49,2400,61150,2640,71280,863.43,201.61,1114.33,226.07,66.92,74.38,0.00,201.14,0.00,225.24,67.07,74.84,1978.44,1977.76,77.69
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/10,TREE_graph/50relations/10,10,50,2261370d484987889f90963b7ed4220b7cdd8d54,50,49,2400,61150,2640,71280,786.00,202.46,1489.49,239.97,72.14,80.11,0.00,207.30,0.00,128.31,67.97,75.27,2391.32,2275.49,83.32
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/11,TREE_graph/50relations/11,11,50,ef9a5c44d7ed4abbec743d35e2c0761d27b650b3,50,49,2400,61150,2640,71280,746.45,203.49,1548.26,224.55,67.62,75.33,0.00,202.03,0.00,227.66,67.11,74.30,2294.61,2294.71,80.07
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/12,TREE_graph/50relations/12,12,50,4e88446d277ba263dc40840043bf6ab021fe84db,50,49,2400,61150,2640,71280,874.90,201.51,1572.01,223.50,68.09,75.54,0.00,199.56,0.00,223.71,73.77,75.05,2443.46,2446.91,81.03
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/13,TREE_graph/50relations/13,13,50,19f8a09e0496b6dabb1cb8cd4852e6e936807400,50,49,2400,61150,2640,71280,754.39,199.02,1322.19,226.10,68.48,76.38,0.00,195.46,0.00,225.65,68.24,75.24,2081.97,2076.58,78.67
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/14,TREE_graph/50relations/14,14,50,104d96c2c9453c5e8c1097a48e0174b728615b56,50,49,2400,61150,2640,71280,739.18,197.19,1241.46,227.17,67.68,76.26,0.00,201.82,0.00,223.34,67.15,73.90,1982.72,1980.64,77.79
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/15,TREE_graph/50relations/15,15,50,3f2cf3ea7d17b5665af00f22dcd0b32ffabab703,50,49,2400,61150,2640,71280,1227.92,202.23,1239.66,238.58,71.17,80.82,0.00,212.74,0.00,242.24,71.29,79.92,2454.19,2467.58,80.19
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/16,TREE_graph/50relations/16,16,50,b2a46c0985078d1b9238c5fa2bd130dfa46cd4cb,50,49,2400,61150,2640,71280,1115.81,206.25,1579.29,237.00,78.80,79.53,0.00,200.87,0.00,227.15,67.72,74.69,2726.26,2695.10,82.70
/tank/users/hanwen/vldb26-vision/Problems/TREE_graph/50relations/17,TREE_graph/50relations/17,17,50,e1bbf1586dcbee3b876db1011fcc76db4cf0b06e,50,49,2400,61150,2640,71280,1032.09,200.58,1155.05,225.58,66.02,72.89,0.00,199.18,0.00,223.03,65.13,73.56,2191.31,2187.14,79.62
