strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,2,1023259102736462305941635345323713000942931779376585359071787497891561472,2160533.2311999626,107.35,1.95
m1,2,1023259102736462305941635345323713000942931779376585359071787497891561472,2156506.5728999656,107.35,35.02
m2,2,1023259102736462305941635345323713000942931779376585359071787497891561472,669922.265599917,108.15,1.07
