strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,592471176796768919669981836680251882621224567798664809317395764918621169781186202057426356666368,10653783.797799654,196.67,4.49
m1,3,9831005289968867240564017032992021358790227301760449702316922515444660484254181976178688,10589732.581599476,196.67,242.68
m2,3,592471176796768919669981836680251882621224567798664809317395764918621169781186202057426356666368,4525786.390098136,192.60,2.43
