strategy,k,db_cost,energy,sample_ms,fusion_ms
m0,3,14907885388263855870634144192353614467955486016218999385991633507526301929967714304,5138040.424400138,153.00,3.03
m1,3,14207247019391612245258463846603679282724112137148869907725678006646974049157120,5108330.664300166,153.00,119.72
m2,3,14907885388263855870634144192353614467955486016218999385991633507526301929967714304,1929584.0009998917,153.64,1.67
